task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,completion
parallel,default,4,immediate,8,MA,MA,1,-1,0,0, MA
parallel,default,4,immediate,9,PT,FI,0,-1,0,0, FI
parallel,default,4,immediate,10,HC,HC,1,-1,0,0, HC
parallel,default,4,immediate,11,JO,VZ,0,-1,0,0, VZ
parallel,default,4,immediate,12,CT,CT,1,-1,0,0, CT
parallel,default,4,immediate,13,QE,QE,1,-1,0,0, QE
parallel,default,4,immediate,14,ZB,ZB,1,-1,0,0, ZB
parallel,default,4,immediate,15,NO,NO,1,-1,0,0, NO
parallel,default,4,immediate,16,BV,BV,1,-1,0,0, BV
parallel,default,4,immediate,17,BR,BR,1,-1,0,0, BR
parallel,default,4,immediate,18,DV,DV,1,-1,0,0, DV
parallel,default,4,immediate,19,BP,BP,1,-1,0,0, BP
parallel,default,4,immediate,20,WJ,RK,0,-1,0,0, RK
parallel,default,4,immediate,21,DW,DW,1,-1,0,0, DW
parallel,default,4,immediate,22,PT,PT,1,-1,0,0, PT
parallel,default,4,immediate,23,MF,GQ,0,-1,0,0, GQ
parallel,default,4,immediate,24,OA,OA,1,-1,0,0, OA
parallel,default,4,immediate,25,DR,DR,1,-1,0,0, DR
parallel,default,4,immediate,26,PM,PM,1,-1,0,0, PM
parallel,default,4,immediate,27,VB,HY,0,-1,0,0, HY
parallel,default,4,immediate,28,HI,HI,1,-1,0,0, HI
parallel,default,4,immediate,29,PS,SF,0,-1,0,0, SF
parallel,default,4,immediate,30,RH,RH,1,-1,0,0, RH
parallel,default,4,immediate,31,TF,TF,1,-1,0,0, TF
parallel,default,4,immediate,32,UZ,UZ,1,-1,0,0, UZ
parallel,default,4,immediate,33,RB,RB,1,-1,0,0, RB
parallel,default,4,immediate,34,EV,EV,1,-1,0,0, EV
parallel,default,4,immediate,35,DF,DF,1,-1,0,0, DF
parallel,default,4,immediate,36,FA,FA,1,-1,0,0, FA
parallel,default,4,immediate,37,RV,RV,1,-1,0,0, RV
parallel,default,4,immediate,38,UM,LS,0,-1,0,0, LS
parallel,default,4,immediate,39,QR,QR,1,-1,0,0, QR
parallel,default,8,immediate,0,IC,IC,1,-1,0,0, IC
parallel,default,8,immediate,1,LT,LT,1,-1,0,0, LT
parallel,default,8,immediate,2,VU,VU,1,-1,0,0, VU
parallel,default,8,immediate,3,LV,LV,1,-1,0,0, LV
parallel,default,8,immediate,4,EB,RE,0,-1,0,0, RE
parallel,default,8,immediate,5,PQ,PQ,1,-1,0,0, PQ
parallel,default,8,immediate,6,BC,KW,0,-1,0,0, KW
parallel,default,8,immediate,7,TN,TN,1,-1,0,0, TN
parallel,default,8,immediate,8,GA,QH,0,-1,0,0, QH
parallel,default,8,immediate,9,NG,NG,1,-1,0,0, NG
parallel,default,8,immediate,10,YE,YE,1,-1,0,0, YE
parallel,default,8,immediate,11,RB,NH,0,-1,0,0, NH
parallel,default,8,immediate,12,ZW,QO,0,-1,0,0, QO
parallel,default,8,immediate,13,WR,WR,1,-1,0,0, WR
parallel,default,8,immediate,14,JO,QJ,0,-1,0,0, QJ
parallel,default,8,immediate,15,JP,JP,1,-1,0,0, JP
parallel,default,8,immediate,16,HB,BV,0,-1,0,0, BV
parallel,default,8,immediate,17,GI,GD,0,-1,0,0, GD
parallel,default,8,immediate,18,IZ,AX,0,-1,0,0, AX
parallel,default,8,immediate,19,FR,FR,1,-1,0,0, FR
parallel,default,8,immediate,20,MO,FF,0,-1,0,0, FF
parallel,default,8,immediate,21,WI,WI,1,-1,0,0, WI
parallel,default,8,immediate,22,GL,GL,1,-1,0,0, GL
parallel,default,8,immediate,23,MP,MP,1,-1,0,0, MP
parallel,default,8,immediate,24,FG,FG,1,-1,0,0, FG
parallel,default,8,immediate,25,VH,VH,1,-1,0,0, VH
parallel,default,8,immediate,26,BY,BY,1,-1,0,0, BY
parallel,default,8,immediate,27,AB,DD,0,-1,0,0, DD
parallel,default,8,immediate,28,AK,XS,0,-1,0,0, XS
parallel,default,8,immediate,29,EL,EL,1,-1,0,0, EL
parallel,default,8,immediate,30,KA,KA,1,-1,0,0, KA
parallel,default,8,immediate,31,PV,PV,1,-1,0,0, PV
parallel,default,8,immediate,32,ZH,ML,0,-1,0,0, ML
parallel,default,8,immediate,33,JL,JL,1,-1,0,0, JL
parallel,default,8,immediate,34,SE,SE,1,-1,0,0, SE
parallel,default,8,immediate,35,AL,AL,1,-1,0,0, AL
parallel,default,8,immediate,36,RR,RR,1,-1,0,0, RR
parallel,default,8,immediate,37,ZS,ZS,1,-1,0,0, ZS
parallel,default,8,immediate,38,IF,IF,1,-1,0,0, IF
parallel,default,8,immediate,39,OB,FY,0,-1,0,0, FY
parallel,default,12,immediate,0,ZJ,RP,0,-1,0,0, RP
parallel,default,12,immediate,1,YE,YE,1,-1,0,0, YE
parallel,default,12,immediate,2,KZ,KZ,1,-1,0,0, KZ
parallel,default,12,immediate,3,WP,DL,0,-1,0,0, DL
parallel,default,12,immediate,4,VE,EU,0,-1,0,0, EU
parallel,default,12,immediate,5,OD,BY,0,-1,0,0, BY
parallel,default,12,immediate,6,XL,XL,1,-1,0,0, XL
parallel,default,12,immediate,7,YH,YH,1,-1,0,0, YH
parallel,default,12,immediate,8,KQ,KQ,1,-1,0,0, KQ
parallel,default,12,immediate,9,VK,RI,0,-1,0,0, RI
parallel,default,12,immediate,10,TE,AR,0,-1,0,0, AR
parallel,default,12,immediate,11,QK,QK,1,-1,0,0, QK
parallel,default,12,immediate,12,MU,MU,1,-1,0,0, MU
parallel,default,12,immediate,13,AR,QM,0,-1,0,0, QM
parallel,default,12,immediate,14,XH,XH,1,-1,0,0, XH
parallel,default,12,immediate,15,DK,VK,0,-1,0,0, VK
parallel,default,12,immediate,16,MI,MI,1,-1,0,0, MI
parallel,default,12,immediate,17,JC,JC,1,-1,0,0, JC
parallel,default,12,immediate,18,QI,QI,1,-1,0,0, QI
parallel,default,12,immediate,19,DR,DR,1,-1,0,0, DR
parallel,default,12,immediate,20,LR,SQ,0,-1,0,0, SQ
parallel,default,12,immediate,21,ZB,FP,0,-1,0,0, FP
parallel,default,12,immediate,22,DH,DH,1,-1,0,0, DH
parallel,default,12,immediate,23,RL,RL,1,-1,0,0, RL
parallel,default,12,immediate,24,OE,QJ,0,-1,0,0, QJ
parallel,default,12,immediate,25,KY,KY,1,-1,0,0, KY
parallel,default,12,immediate,26,QO,QO,1,-1,0,0, QO
parallel,default,12,immediate,27,GK,GK,1,-1,0,0, GK
parallel,default,12,immediate,28,OB,OB,1,-1,0,0, OB
parallel,default,12,immediate,29,LZ,LZ,1,-1,0,0, LZ
parallel,default,12,immediate,30,FH,FZ,0,-1,0,0, FZ
parallel,default,12,immediate,31,RZ,RZ,1,-1,0,0, RZ
parallel,default,12,immediate,32,EM,ET,0,-1,0,0, ET
parallel,default,12,immediate,33,KU,KU,1,-1,0,0, KU
parallel,default,12,immediate,34,EK,EK,1,-1,0,0, EK
parallel,default,12,immediate,35,VP,VP,1,-1,0,0, VP
parallel,default,12,immediate,36,XF,PR,0,-1,0,0, PR
parallel,default,12,immediate,37,JB,JB,1,-1,0,0, JB
parallel,default,12,immediate,38,SP,IO,0,-1,0,0, IO
parallel,default,12,immediate,39,SL,SL,1,-1,0,0, SL
parallel,default,16,immediate,0,PH,FS,0,-1,0,0, FS
parallel,default,16,immediate,1,YA,YA,1,-1,0,0, YA
parallel,default,16,immediate,2,RU,HB,0,-1,0,0, HB
parallel,default,16,immediate,3,WJ,MF,0,-1,0,0, MF
parallel,default,16,immediate,4,VY,YB,0,-1,0,0, YB
parallel,default,16,immediate,5,EG,EG,1,-1,0,0, EG
parallel,default,16,immediate,6,XS,FO,0,-1,0,0, FO
parallel,default,16,immediate,7,WR,WR,1,-1,0,0, WR
parallel,default,16,immediate,8,RT,RT,1,-1,0,0, RT
parallel,default,16,immediate,9,TO,TO,1,-1,0,0, TO
parallel,default,16,immediate,10,VT,VT,1,-1,0,0, VT
parallel,default,16,immediate,11,GV,GV,1,-1,0,0, GV
parallel,default,16,immediate,12,SA,KI,0,-1,0,0, KI
parallel,default,16,immediate,13,RQ,RQ,1,-1,0,0, RQ
parallel,default,16,immediate,14,PF,PF,1,-1,0,0, PF
parallel,default,16,immediate,15,RA,RA,1,-1,0,0, RA
parallel,default,16,immediate,16,MM,MM,1,-1,0,0, MM
parallel,default,16,immediate,17,TK,LG,0,-1,0,0, LG
parallel,default,16,immediate,18,QH,QH,1,-1,0,0, QH
parallel,default,16,immediate,19,YD,YD,1,-1,0,0, YD
parallel,default,16,immediate,20,JW,ZY,0,-1,0,0, ZY
parallel,default,16,immediate,21,UK,UK,1,-1,0,0, UK
parallel,default,16,immediate,22,XW,XW,1,-1,0,0, XW
parallel,default,16,immediate,23,UF,UF,1,-1,0,0, UF
parallel,default,16,immediate,24,BI,SF,0,-1,0,0, SF
parallel,default,16,immediate,25,ZB,ZB,1,-1,0,0, ZB
parallel,default,16,immediate,26,UV,EU,0,-1,0,0, EU
parallel,default,16,immediate,27,QN,SB,0,-1,0,0, SB
parallel,default,16,immediate,28,YB,YB,1,-1,0,0, YB
parallel,default,16,immediate,29,RO,FY,0,-1,0,0, FY
parallel,default,16,immediate,30,AS,IP,0,-1,0,0, IP
parallel,default,16,immediate,31,NR,NR,1,-1,0,0, NR
parallel,default,16,immediate,32,TR,TR,1,-1,0,0, TR
parallel,default,16,immediate,33,VL,DT,0,-1,0,0, DT
parallel,default,16,immediate,34,HW,HW,1,-1,0,0, HW
parallel,default,16,immediate,35,DJ,KD,0,-1,0,0, KD
parallel,default,16,immediate,36,MT,MT,1,-1,0,0, MT
parallel,default,16,immediate,37,FO,PE,0,-1,0,0, PE
parallel,default,16,immediate,38,IJ,RA,0,-1,0,0, RA
parallel,default,16,immediate,39,VJ,VJ,1,-1,0,0, VJ
parallel,default,20,immediate,0,UQ,WI,0,-1,0,0, WI
parallel,default,20,immediate,1,RU,RU,1,-1,0,0, RU
parallel,default,20,immediate,2,NP,XF,0,-1,0,0, XF
parallel,default,20,immediate,3,QA,QA,1,-1,0,0, QA
parallel,default,20,immediate,4,JZ,JZ,1,-1,0,0, JZ
parallel,default,20,immediate,5,BL,IF,0,-1,0,0, IF
parallel,default,20,immediate,6,BP,LN,0,-1,0,0, LN
parallel,default,20,immediate,7,EY,EY,1,-1,0,0, EY
parallel,default,20,immediate,8,AG,AG,1,-1,0,0, AG
parallel,default,20,immediate,9,OV,OV,1,-1,0,0, OV
parallel,default,20,immediate,10,DQ,DQ,1,-1,0,0, DQ
parallel,default,20,immediate,11,KC,KC,1,-1,0,0, KC
parallel,default,20,immediate,12,IB,IB,1,-1,0,0, IB
parallel,default,20,immediate,13,KU,PB,0,-1,0,0, PB
parallel,default,20,immediate,14,ZG,PJ,0,-1,0,0, PJ
parallel,default,20,immediate,15,MU,MU,1,-1,0,0, MU
parallel,default,20,immediate,16,BJ,BJ,1,-1,0,0, BJ
parallel,default,20,immediate,17,SE,SE,1,-1,0,0, SE
parallel,default,20,immediate,18,YA,YA,1,-1,0,0, YA
parallel,default,20,immediate,19,MB,EH,0,-1,0,0, EH
parallel,default,20,immediate,20,UH,EU,0,-1,0,0, EU
parallel,default,20,immediate,21,XY,XY,1,-1,0,0, XY
parallel,default,20,immediate,22,MT,QX,0,-1,0,0, QX
parallel,default,20,immediate,23,CB,CB,1,-1,0,0, CB
parallel,default,20,immediate,24,SK,SK,1,-1,0,0, SK
parallel,default,20,immediate,25,ID,WG,0,-1,0,0, WG
parallel,default,20,immediate,26,UK,UK,1,-1,0,0, UK
parallel,default,20,immediate,27,BU,WC,0,-1,0,0, WC
parallel,default,20,immediate,28,ED,ED,1,-1,0,0, ED
parallel,default,20,immediate,29,YM,YM,1,-1,0,0, YM
parallel,default,20,immediate,30,ZC,ZC,1,-1,0,0, ZC
parallel,default,20,immediate,31,CG,CG,1,-1,0,0, CG
parallel,default,20,immediate,32,AN,AN,1,-1,0,0, AN
parallel,default,20,immediate,33,KQ,KQ,1,-1,0,0, KQ
parallel,default,20,immediate,34,GP,GP,1,-1,0,0, GP
parallel,default,20,immediate,35,ZW,ZW,1,-1,0,0, ZW
parallel,default,20,immediate,36,OH,OH,1,-1,0,0, OH
parallel,default,20,immediate,37,SM,SM,1,-1,0,0, SM
parallel,default,20,immediate,38,OH,OH,1,-1,0,0, OH
parallel,default,20,immediate,39,RI,SF,0,-1,0,0, SF
parallel,default,24,immediate,0,DJ,HK,0,-1,0,0, HK
parallel,default,24,immediate,1,QK,BI,0,-1,0,0, BI
parallel,default,24,immediate,2,PD,PD,1,-1,0,0, PD
parallel,default,24,immediate,3,PZ,MU,0,-1,0,0, MU
parallel,default,24,immediate,4,VP,AT,0,-1,0,0, AT
parallel,default,24,immediate,5,ES,ES,1,-1,0,0, ES
parallel,default,24,immediate,6,PS,KF,0,-1,0,0, KF
parallel,default,24,immediate,7,IF,BR,0,-1,0,0, BR
parallel,default,24,immediate,8,OG,OG,1,-1,0,0, OG
parallel,default,24,immediate,9,UL,UL,1,-1,0,0, UL
parallel,default,24,immediate,10,NN,NN,1,-1,0,0, NN
parallel,default,24,immediate,11,GQ,GQ,1,-1,0,0, GQ
parallel,default,24,immediate,12,XG,XG,1,-1,0,0, XG
parallel,default,24,immediate,13,TB,TB,1,-1,0,0, TB
parallel,default,24,immediate,14,VB,VB,1,-1,0,0, VB
parallel,default,24,immediate,15,ET,CJ,0,-1,0,0, CJ
parallel,default,24,immediate,16,LQ,YE,0,-1,0,0, YE
parallel,default,24,immediate,17,SL,SL,1,-1,0,0, SL
parallel,default,24,immediate,18,OR,JQ,0,-1,0,0, JQ
parallel,default,24,immediate,19,CZ,TC,0,-1,0,0, TC
parallel,default,24,immediate,20,SU,EC,0,-1,0,0, EC
parallel,default,24,immediate,21,RD,RD,1,-1,0,0, RD
parallel,default,24,immediate,22,IX,YK,0,-1,0,0, YK
parallel,default,24,immediate,23,XJ,HU,0,-1,0,0, HU
parallel,default,24,immediate,24,HP,AG,0,-1,0,0, AG
parallel,default,24,immediate,25,VM,VM,1,-1,0,0, VM
parallel,default,24,immediate,26,TP,TP,1,-1,0,0, TP
parallel,default,24,immediate,27,UJ,BI,0,-1,0,0, BI
parallel,default,24,immediate,28,QL,BB,0,-1,0,0, BB
parallel,default,24,immediate,29,QQ,RM,0,-1,0,0, RM
parallel,default,24,immediate,30,ZA,ZA,1,-1,0,0, ZA
parallel,default,24,immediate,31,DA,DA,1,-1,0,0, DA
parallel,default,24,immediate,32,EZ,EZ,1,-1,0,0, EZ
parallel,default,24,immediate,33,TH,TH,1,-1,0,0, TH
parallel,default,24,immediate,34,LT,LT,1,-1,0,0, LT
parallel,default,24,immediate,35,BY,SP,0,-1,0,0, SP
parallel,default,24,immediate,36,LM,XJ,0,-1,0,0, XJ
parallel,default,24,immediate,37,PF,PF,1,-1,0,0, PF
parallel,default,24,immediate,38,LN,LN,1,-1,0,0, LN
parallel,default,24,immediate,39,TT,TT,1,-1,0,0, TT
