k,condition,idx,gold,pred,correct,leak,eff_hops,chain,error,completion
2,immediate,15,AT,CU,0,0,4,TV KH AT,0, CU
2,immediate,16,VU,VU,1,0,2,IW AV VU,0,Answer: VU
2,immediate,17,LX,DV,0,0,3,RF AW LX,0, DV
2,immediate,18,KQ,KQ,1,0,2,UG QZ KQ,0, KQ
2,immediate,19,BC,PP,0,0,3,RJ HZ BC,0, PP
2,immediate,20,GA,BV,0,0,5,XO TK GA,0,Answer: BV
2,immediate,21,IV,PP,0,0,3,DV QH IV,0, PP
2,immediate,22,TU,TU,1,0,2,CD SC TU,0,Answer: TU
2,immediate,23,DX,BN,0,0,3,QR AT DX,0,Answer: BN
2,immediate,24,XE,GT,0,0,3,KA ZS XE,0, GT
2,immediate,25,IV,LJ,0,0,3,NO SH IV,0, LJ
2,immediate,26,BL,HN,0,0,5,MR WP BL,0, HN
2,immediate,27,ED,ED,1,0,2,SZ YN ED,0,Answer: ED
2,immediate,28,EM,EM,1,0,2,BX TI EM,0, EM
2,immediate,29,PR,PJ,0,0,3,YR JT PR,0, PJ
2,filler,0,BX,CN,0,0,4,DD CA BX,0, CN
2,filler,1,UZ,QM,0,0,3,VN TZ UZ,0,Answer: QM
2,filler,2,JS,MB,0,0,4,QE LD JS,0,Answer: MB
2,filler,3,GQ,GQ,1,0,2,UH VR GQ,0, GQ
2,filler,4,HF,HF,1,0,2,BF NJ HF,0,Answer: HF
2,filler,5,JJ,EG,0,0,4,XR QR JJ,0, EG
2,filler,6,HT,HT,1,0,2,YP SH HT,0,Answer: HT
2,filler,7,XF,IF,0,0,3,NT FQ XF,0,Answer: IF
2,filler,8,XU,XW,0,0,3,KB FH XU,0, XW
2,filler,9,RJ,VA,0,0,3,HM EF RJ,0,Answer: VA
2,filler,10,TC,QE,0,0,3,TF DI TC,0, QE
2,filler,11,PU,PU,1,0,2,CY JD PU,0, PU
2,filler,12,DK,DK,1,0,2,XO AJ DK,0, DK
2,filler,13,IS,MO,0,0,3,FM BA IS,0,Answer: MO
2,filler,14,IT,AX,0,0,3,UQ SX IT,0, AX
2,filler,15,AT,KH,0,0,1,TV KH AT,0, KH
2,filler,16,VU,VU,1,0,2,IW AV VU,0, VU
2,filler,17,LX,LX,1,0,2,RF AW LX,0, LX
2,filler,18,KQ,KQ,1,0,2,UG QZ KQ,0,Answer: KQ
2,filler,19,BC,BC,1,0,2,RJ HZ BC,0, BC
2,filler,20,GA,HQ,0,0,3,XO TK GA,0,Answer: HQ
2,filler,21,IV,QH,0,0,1,DV QH IV,0, QH
2,filler,22,TU,TU,1,0,2,CD SC TU,0, TU
2,filler,23,DX,BN,0,0,3,QR AT DX,0, BN
2,filler,24,XE,XE,1,0,2,KA ZS XE,0,Answer: XE
2,filler,25,IV,SH,0,0,1,NO SH IV,0, SH
2,filler,26,BL,MY,0,0,3,MR WP BL,0,Answer: MY
2,filler,27,ED,ED,1,0,2,SZ YN ED,0, ED
2,filler,28,EM,EM,1,0,2,BX TI EM,0, EM
2,filler,29,PR,PR,1,0,2,YR JT PR,0, PR
2,cot,0,BX,BX,1,0,2,DD CA BX,0,"Following the chain: DD -> CA -> BX.
Answer: BX"
2,cot,1,UZ,UZ,1,0,2,VN TZ UZ,0,"Following the chain: VN -> TZ -> UZ.
Answer: UZ"
2,cot,2,JS,JS,1,0,2,QE LD JS,0,"Following the chain: QE -> LD -> JS.
Answer: JS"
2,cot,3,GQ,GQ,1,0,2,UH VR GQ,0,"Following the chain: UH -> VR -> GQ.
Answer: GQ"
2,cot,4,HF,HF,1,0,2,BF NJ HF,0,"Following the chain: BF -> NJ -> HF.
Answer: HF"
2,cot,5,JJ,JJ,1,0,2,XR QR JJ,0,"Following the chain: XR -> QR -> JJ.
Answer: JJ"
2,cot,6,HT,HT,1,0,2,YP SH HT,0,"Following the chain: YP -> SH -> HT.
Answer: HT"
2,cot,7,XF,XF,1,0,2,NT FQ XF,0,"Following the chain: NT -> FQ -> XF.
Answer: XF"
2,cot,8,XU,XU,1,0,2,KB FH XU,0,"Following the chain: KB -> FH -> XU.
Answer: XU"
2,cot,9,RJ,RJ,1,0,2,HM EF RJ,0,"Following the chain: HM -> EF -> RJ.
Answer: RJ"
2,cot,10,TC,TC,1,0,2,TF DI TC,0,"Following the chain: TF -> DI -> TC.
Answer: TC"
2,cot,11,PU,PU,1,0,2,CY JD PU,0,"Following the chain: CY -> JD -> PU.
Answer: PU"
2,cot,12,DK,DK,1,0,2,XO AJ DK,0,"Following the chain: XO -> AJ -> DK.
Answer: DK"
2,cot,13,IS,IS,1,0,2,FM BA IS,0,"Following the chain: FM -> BA -> IS.
Answer: IS"
2,cot,14,IT,IT,1,0,2,UQ SX IT,0,"Following the chain: UQ -> SX -> IT.
Answer: IT"
2,cot,15,AT,AT,1,0,2,TV KH AT,0,"Following the chain: TV -> KH -> AT.
Answer: AT"
2,cot,16,VU,VU,1,0,2,IW AV VU,0,"Following the chain: IW -> AV -> VU.
Answer: VU"
2,cot,17,LX,LX,1,0,2,RF AW LX,0,"Following the chain: RF -> AW -> LX.
Answer: LX"
2,cot,18,KQ,KQ,1,0,2,UG QZ KQ,0,"Following the chain: UG -> QZ -> KQ.
Answer: KQ"
2,cot,19,BC,BC,1,0,2,RJ HZ BC,0,"Following the chain: RJ -> HZ -> BC.
Answer: BC"
2,cot,20,GA,GA,1,0,2,XO TK GA,0,"Following the chain: XO -> TK -> GA.
Answer: GA"
2,cot,21,IV,IV,1,0,2,DV QH IV,0,"Following the chain: DV -> QH -> IV.
Answer: IV"
2,cot,22,TU,TU,1,0,2,CD SC TU,0,"Following the chain: CD -> SC -> TU.
Answer: TU"
2,cot,23,DX,DX,1,0,2,QR AT DX,0,"Following the chain: QR -> AT -> DX.
Answer: DX"
2,cot,24,XE,XE,1,0,2,KA ZS XE,0,"Following the chain: KA -> ZS -> XE.
Answer: XE"
2,cot,25,IV,IV,1,0,2,NO SH IV,0,"Following the chain: NO -> SH -> IV.
Answer: IV"
2,cot,26,BL,BL,1,0,2,MR WP BL,0,"Following the chain: MR -> WP -> BL.
Answer: BL"
2,cot,27,ED,ED,1,0,2,SZ YN ED,0,"Following the chain: SZ -> YN -> ED.
Answer: ED"
2,cot,28,EM,EM,1,0,2,BX TI EM,0,"Following the chain: BX -> TI -> EM.
Answer: EM"
2,cot,29,PR,PR,1,0,2,YR JT PR,0,"Following the chain: YR -> JT -> PR.
Answer: PR"
3,immediate,0,CB,BT,0,0,10,CI QA HF CB,0,Answer: BT
3,immediate,1,KB,KB,1,0,3,VL AC VM KB,0,Answer: KB
3,immediate,2,OP,GW,0,0,10,ZW RQ CU OP,0, GW
3,immediate,3,JB,RC,0,0,7,BN QT PO JB,0, RC
3,immediate,4,GS,GS,1,0,3,EL PQ TL GS,0, GS
3,immediate,5,OD,LO,0,0,11,GC QJ AW OD,0, LO
3,immediate,6,DA,NT,0,0,5,GE FW QL DA,0, NT
3,immediate,7,BS,KR,0,0,4,OM ZS GC BS,0, KR
3,immediate,8,DU,HO,0,0,6,FZ YK VR DU,0, HO
3,immediate,9,JB,JB,1,0,3,RI CX DJ JB,0,Answer: JB
3,immediate,10,ZC,BL,0,0,4,XG GP UZ ZC,0,Answer: BL
3,immediate,11,EM,EM,1,0,3,XR AO FX EM,0, EM
3,immediate,12,UR,FD,0,0,5,YN RE VD UR,0,Answer: FD
3,immediate,13,PU,VJ,0,0,6,JM YO UJ PU,0, VJ
3,immediate,14,UW,BS,0,0,6,CU IA KZ UW,0, BS
3,immediate,15,JF,JE,0,0,4,IQ TD IN JF,0,Answer: JE
3,immediate,16,DU,CV,0,0,9,PX IZ XP DU,0,Answer: CV
3,immediate,17,DA,TP,0,0,7,AF IU GN DA,0, TP
3,immediate,18,PV,EG,0,0,6,WA XG OU PV,0,Answer: EG
3,immediate,19,LI,ZQ,0,0,10,BC RG PD LI,0, ZQ
3,immediate,20,TN,SB,0,0,4,JA CB UY TN,0, SB
3,immediate,21,BO,ES,0,0,5,DH TS OJ BO,0, ES
3,immediate,22,UK,BF,0,0,7,JG CQ WS UK,0, BF
3,immediate,23,BA,BA,1,0,3,ED UA WU BA,0, BA
3,immediate,24,EJ,LH,0,0,5,FT AG ZQ EJ,0, LH
3,immediate,25,IU,VR,0,0,6,GE FY XQ IU,0, VR
3,immediate,26,RC,YW,0,0,8,MI CE TR RC,0,Answer: YW
3,immediate,27,WJ,WJ,1,0,3,WR WD AQ WJ,0, WJ
3,immediate,28,MX,FM,0,0,11,JP VJ WV MX,0, FM
3,immediate,29,JK,JK,1,0,3,IW AB QG JK,0, JK
3,filler,0,CB,XW,0,0,4,CI QA HF CB,0, XW
3,filler,1,KB,KB,1,0,3,VL AC VM KB,0, KB
3,filler,2,OP,ZK,0,0,7,ZW RQ CU OP,0,Answer: ZK
3,filler,3,JB,RC,0,0,7,BN QT PO JB,0,Answer: RC
3,filler,4,GS,GS,1,0,3,EL PQ TL GS,0, GS
3,filler,5,OD,UT,0,0,6,GC QJ AW OD,0, UT
3,filler,6,DA,OS,0,0,10,GE FW QL DA,0,Answer: OS
3,filler,7,BS,BS,1,0,3,OM ZS GC BS,0, BS
3,filler,8,DU,ME,0,0,10,FZ YK VR DU,0,Answer: ME
3,filler,9,JB,JB,1,0,3,RI CX DJ JB,0,Answer: JB
3,filler,10,ZC,KB,0,0,6,XG GP UZ ZC,0, KB
3,filler,11,EM,EM,1,0,3,XR AO FX EM,0,Answer: EM
3,filler,12,UR,FD,0,0,5,YN RE VD UR,0,Answer: FD
3,filler,13,PU,VJ,0,0,6,JM YO UJ PU,0,Answer: VJ
3,filler,14,UW,BS,0,0,6,CU IA KZ UW,0, BS
3,filler,15,JF,IN,0,0,2,IQ TD IN JF,0, IN
3,filler,16,DU,VE,0,0,4,PX IZ XP DU,0,Answer: VE
3,filler,17,DA,DP,0,0,5,AF IU GN DA,0,Answer: DP
3,filler,18,PV,EG,0,0,6,WA XG OU PV,0,Answer: EG
3,filler,19,LI,LI,1,0,3,BC RG PD LI,0,Answer: LI
3,filler,20,TN,SB,0,0,4,JA CB UY TN,0, SB
3,filler,21,BO,OJ,0,0,2,DH TS OJ BO,0, OJ
3,filler,22,UK,BF,0,0,7,JG CQ WS UK,0, BF
3,filler,23,BA,BA,1,0,3,ED UA WU BA,0, BA
3,filler,24,EJ,EJ,1,0,3,FT AG ZQ EJ,0, EJ
3,filler,25,IU,IU,1,0,3,GE FY XQ IU,0, IU
3,filler,26,RC,RC,1,0,3,MI CE TR RC,0, RC
3,filler,27,WJ,WJ,1,0,3,WR WD AQ WJ,0,Answer: WJ
3,filler,28,MX,MX,1,0,3,JP VJ WV MX,0, MX
3,filler,29,JK,QG,0,0,2,IW AB QG JK,0,Answer: QG
3,cot,0,CB,CB,1,0,3,CI QA HF CB,0,"Following the chain: CI -> QA -> HF -> CB.
Answer: CB"
3,cot,1,KB,KB,1,0,3,VL AC VM KB,0,"Following the chain: VL -> AC -> VM -> KB.
Answer: KB"
3,cot,2,OP,OP,1,0,3,ZW RQ CU OP,0,"Following the chain: ZW -> RQ -> CU -> OP.
Answer: OP"
3,cot,3,JB,JB,1,0,3,BN QT PO JB,0,"Following the chain: BN -> QT -> PO -> JB.
Answer: JB"
3,cot,4,GS,GS,1,0,3,EL PQ TL GS,0,"Following the chain: EL -> PQ -> TL -> GS.
Answer: GS"
3,cot,5,OD,OD,1,0,3,GC QJ AW OD,0,"Following the chain: GC -> QJ -> AW -> OD.
Answer: OD"
3,cot,6,DA,DA,1,0,3,GE FW QL DA,0,"Following the chain: GE -> FW -> QL -> DA.
Answer: DA"
3,cot,7,BS,BS,1,0,3,OM ZS GC BS,0,"Following the chain: OM -> ZS -> GC -> BS.
Answer: BS"
3,cot,8,DU,DU,1,0,3,FZ YK VR DU,0,"Following the chain: FZ -> YK -> VR -> DU.
Answer: DU"
3,cot,9,JB,JB,1,0,3,RI CX DJ JB,0,"Following the chain: RI -> CX -> DJ -> JB.
Answer: JB"
3,cot,10,ZC,ZC,1,0,3,XG GP UZ ZC,0,"Following the chain: XG -> GP -> UZ -> ZC.
Answer: ZC"
3,cot,11,EM,EM,1,0,3,XR AO FX EM,0,"Following the chain: XR -> AO -> FX -> EM.
Answer: EM"
3,cot,12,UR,UR,1,0,3,YN RE VD UR,0,"Following the chain: YN -> RE -> VD -> UR.
Answer: UR"
3,cot,13,PU,PU,1,0,3,JM YO UJ PU,0,"Following the chain: JM -> YO -> UJ -> PU.
Answer: PU"
3,cot,14,UW,UW,1,0,3,CU IA KZ UW,0,"Following the chain: CU -> IA -> KZ -> UW.
Answer: UW"
3,cot,15,JF,JF,1,0,3,IQ TD IN JF,0,"Following the chain: IQ -> TD -> IN -> JF.
Answer: JF"
3,cot,16,DU,DU,1,0,3,PX IZ XP DU,0,"Following the chain: PX -> IZ -> XP -> DU.
Answer: DU"
3,cot,17,DA,DA,1,0,3,AF IU GN DA,0,"Following the chain: AF -> IU -> GN -> DA.
Answer: DA"
3,cot,18,PV,PV,1,0,3,WA XG OU PV,0,"Following the chain: WA -> XG -> OU -> PV.
Answer: PV"
3,cot,19,LI,LI,1,0,3,BC RG PD LI,0,"Following the chain: BC -> RG -> PD -> LI.
Answer: LI"
3,cot,20,TN,TN,1,0,3,JA CB UY TN,0,"Following the chain: JA -> CB -> UY -> TN.
Answer: TN"
3,cot,21,BO,BO,1,0,3,DH TS OJ BO,0,"Following the chain: DH -> TS -> OJ -> BO.
Answer: BO"
3,cot,22,UK,UK,1,0,3,JG CQ WS UK,0,"Following the chain: JG -> CQ -> WS -> UK.
Answer: UK"
3,cot,23,BA,BA,1,0,3,ED UA WU BA,0,"Following the chain: ED -> UA -> WU -> BA.
Answer: BA"
3,cot,24,EJ,EJ,1,0,3,FT AG ZQ EJ,0,"Following the chain: FT -> AG -> ZQ -> EJ.
Answer: EJ"
3,cot,25,IU,IU,1,0,3,GE FY XQ IU,0,"Following the chain: GE -> FY -> XQ -> IU.
Answer: IU"
3,cot,26,RC,RC,1,0,3,MI CE TR RC,0,"Following the chain: MI -> CE -> TR -> RC.
Answer: RC"
3,cot,27,WJ,WJ,1,0,3,WR WD AQ WJ,0,"Following the chain: WR -> WD -> AQ -> WJ.
Answer: WJ"
3,cot,28,MX,MX,1,0,3,JP VJ WV MX,0,"Following the chain: JP -> VJ -> WV -> MX.
Answer: MX"
3,cot,29,JK,JK,1,0,3,IW AB QG JK,0,"Following the chain: IW -> AB -> QG -> JK.
Answer: JK"
4,immediate,0,SO,GC,0,0,9,FE AG BS FQ SO,0,Answer: GC
4,immediate,1,PZ,PV,0,0,7,VL FR DA WY PZ,0, PV
4,immediate,2,JT,ZG,0,0,6,YW JS VA YR JT,0,ZG
4,immediate,3,EO,XK,0,0,5,PA NE OC UF EO,0, XK
4,immediate,4,PJ,QT,0,0,7,MC SB UZ JZ PJ,0, QT
4,immediate,5,IW,OA,0,0,5,UQ PM JQ LX IW,0,Answer: OA
4,immediate,6,JY,HI,0,0,5,SS PF DB WW JY,0, HI
4,immediate,7,MB,EE,0,0,11,EV WT PY JC MB,0, EE
4,immediate,8,KM,CX,0,0,5,BR FZ SM CC KM,0, CX
4,immediate,9,ZY,MW,0,0,7,SW XC DG QM ZY,0, MW
4,immediate,10,IQ,VD,0,0,3,DT LR PC VD IQ,0, VD
4,immediate,11,WT,WT,1,0,4,TW DB SS WA WT,0, WT
4,immediate,12,IP,YT,0,0,6,AI CP BQ QW IP,0, YT
4,immediate,13,VN,UG,0,0,9,TA WM KL LU VN,0,Answer: UG
4,immediate,14,IR,TE,0,0,5,AS OC VJ NN IR,0,Answer: TE
4,immediate,15,PH,LE,0,0,6,AG AC PQ YN PH,0, LE
4,immediate,16,BW,BW,1,0,4,BS BJ CF TB BW,0,Answer: BW
4,immediate,17,ME,KK,0,0,2,VX MO KK PD ME,0, KK
4,immediate,18,AI,TE,0,0,5,SI AB SV FB AI,0,Answer: TE
4,immediate,19,SS,MT,0,0,3,DY EE KC MT SS,0, MT
4,immediate,20,BK,WE,0,0,8,CC FC ID PI BK,0,Answer: WE
4,immediate,21,XZ,HB,0,0,7,HA GW PU NV XZ,0,Answer: HB
4,immediate,22,FW,CJ,0,0,5,PS KE FP KG FW,0, CJ
4,immediate,23,CP,WS,0,0,8,MM WR KY CD CP,0,Answer: WS
4,immediate,24,QB,QB,1,0,4,LY SH PZ ZX QB,0,Answer: QB
4,immediate,25,FS,EW,0,0,0,EW EQ MM HN FS,0, EW
4,immediate,26,JE,WZ,0,0,7,FM TV RV FU JE,0, WZ
4,immediate,27,MV,VD,0,0,6,AZ HD QH LW MV,0, VD
4,immediate,28,SU,LC,0,0,5,LW HJ WS AV SU,0,Answer: LC
4,immediate,29,IO,KW,0,0,9,FD TT DM VT IO,0, KW
4,filler,0,SO,OG,0,0,10,FE AG BS FQ SO,0, OG
4,filler,1,PZ,PZ,1,0,4,VL FR DA WY PZ,0, PZ
4,filler,2,JT,ZG,0,0,6,YW JS VA YR JT,0, ZG
4,filler,3,EO,EW,0,0,11,PA NE OC UF EO,0, EW
4,filler,4,PJ,SB,0,0,1,MC SB UZ JZ PJ,0, SB
4,filler,5,IW,MW,0,0,8,UQ PM JQ LX IW,0, MW
4,filler,6,JY,JY,1,0,4,SS PF DB WW JY,0, JY
4,filler,7,MB,NO,0,0,6,EV WT PY JC MB,0,Answer: NO
4,filler,8,KM,SM,0,0,2,BR FZ SM CC KM,0, SM
4,filler,9,ZY,PO,0,0,6,SW XC DG QM ZY,0, PO
4,filler,10,IQ,VD,0,0,3,DT LR PC VD IQ,0, VD
4,filler,11,WT,WT,1,0,4,TW DB SS WA WT,0, WT
4,filler,12,IP,IP,1,0,4,AI CP BQ QW IP,0,Answer: IP
4,filler,13,VN,UY,0,0,7,TA WM KL LU VN,0, UY
4,filler,14,IR,TP,0,0,10,AS OC VJ NN IR,0, TP
4,filler,15,PH,PQ,0,0,2,AG AC PQ YN PH,0, PQ
4,filler,16,BW,BW,1,0,4,BS BJ CF TB BW,0, BW
4,filler,17,ME,DF,0,0,6,VX MO KK PD ME,0, DF
4,filler,18,AI,TE,0,0,5,SI AB SV FB AI,0, TE
4,filler,19,SS,MT,0,0,3,DY EE KC MT SS,0, MT
4,filler,20,BK,WE,0,0,8,CC FC ID PI BK,0,Answer: WE
4,filler,21,XZ,HB,0,0,7,HA GW PU NV XZ,0,Answer: HB
4,filler,22,FW,CJ,0,0,5,PS KE FP KG FW,0, CJ
4,filler,23,CP,VQ,0,0,11,MM WR KY CD CP,0, VQ
4,filler,24,QB,QB,1,0,4,LY SH PZ ZX QB,0, QB
4,filler,25,FS,EQ,0,0,1,EW EQ MM HN FS,0, EQ
4,filler,26,JE,JC,0,0,6,FM TV RV FU JE,0,Answer: JC
4,filler,27,MV,VD,0,0,6,AZ HD QH LW MV,0, VD
4,filler,28,SU,VA,0,0,11,LW HJ WS AV SU,0,Answer: VA
4,filler,29,IO,IO,1,0,4,FD TT DM VT IO,0,Answer: IO
4,cot,0,SO,SO,1,0,4,FE AG BS FQ SO,0,"Let's follow the mapping step by step starting at FE:

1. FE -> AG
2. AG -> BS
3. BS -> FQ
4. FQ -> SO

After 4 mappings, we land on SO.

Answer: SO"
4,cot,1,PZ,PZ,1,0,4,VL FR DA WY PZ,0,"Following the chain: VL -> FR -> DA -> WY -> PZ.
Answer: PZ"
4,cot,2,JT,JT,1,0,4,YW JS VA YR JT,0,"Following the chain: YW -> JS -> VA -> YR -> JT.
Answer: JT"
4,cot,3,EO,EO,1,0,4,PA NE OC UF EO,0,"Following the chain: PA -> NE -> OC -> UF -> EO.
Answer: EO"
4,cot,4,PJ,PJ,1,0,4,MC SB UZ JZ PJ,0,"Following the chain: MC -> SB -> UZ -> JZ -> PJ.
Answer: PJ"
