task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
serial,default,2,immediate,57,AO,VW,0,10,0,0,stop,2,0,gemma-3-27b-it, VW
serial,default,2,immediate,58,AW,TD,0,4,0,0,stop,2,0,gemma-3-27b-it, TD
serial,default,2,immediate,59,BR,YR,0,6,0,0,stop,3,0,gemma-3-27b-it, YR
serial,default,2,immediate,60,DJ,DJ,1,2,0,0,stop,2,0,gemma-3-27b-it, DJ
serial,default,2,immediate,61,FE,FE,1,2,0,0,stop,2,0,gemma-3-27b-it, FE
serial,default,2,immediate,62,FN,JU,0,3,0,0,stop,2,0,gemma-3-27b-it, JU
serial,default,2,immediate,63,IF,IF,1,2,0,0,stop,2,0,gemma-3-27b-it,IF
serial,default,2,immediate,64,DD,DD,1,2,0,0,stop,2,0,gemma-3-27b-it, DD
serial,default,2,immediate,65,DW,TY,0,3,0,0,stop,2,0,gemma-3-27b-it, TY
serial,default,2,immediate,66,XB,XB,1,2,0,0,stop,2,0,gemma-3-27b-it, XB
serial,default,2,immediate,67,ID,ID,1,2,0,0,stop,2,0,gemma-3-27b-it, ID
serial,default,2,immediate,68,DJ,CZ,0,11,0,0,stop,2,0,gemma-3-27b-it, CZ
serial,default,2,immediate,69,AS,FH,0,4,0,0,stop,2,0,gemma-3-27b-it, FH
serial,default,2,immediate,70,BO,HL,0,3,0,0,stop,2,0,gemma-3-27b-it, HL
serial,default,2,immediate,71,JI,JI,1,2,0,0,stop,2,0,gemma-3-27b-it, JI
serial,default,2,immediate,72,RL,RL,1,2,0,0,stop,2,0,gemma-3-27b-it, RL
serial,default,2,immediate,73,VU,AO,0,3,0,0,stop,2,0,gemma-3-27b-it, AO
serial,default,2,immediate,74,GN,FB,0,6,0,0,stop,2,0,gemma-3-27b-it, FB
serial,default,2,immediate,75,JY,DO,0,3,0,0,stop,2,0,gemma-3-27b-it, DO
serial,default,2,immediate,76,GG,BE,0,3,0,0,stop,2,0,gemma-3-27b-it, BE
serial,default,2,immediate,77,XM,XM,1,2,0,0,stop,2,0,gemma-3-27b-it,XM
serial,default,2,immediate,78,CC,QZ,0,3,0,0,stop,3,0,gemma-3-27b-it, QZ
serial,default,2,immediate,79,VG,PO,0,3,0,0,stop,2,0,gemma-3-27b-it, PO
serial,default,2,immediate,80,CJ,DM,0,9,0,0,stop,2,0,gemma-3-27b-it, DM
serial,default,2,immediate,81,TT,FY,0,4,0,0,stop,2,0,gemma-3-27b-it, FY
serial,default,2,immediate,82,WG,EU,0,3,0,0,stop,2,0,gemma-3-27b-it,EU
serial,default,2,immediate,83,GY,GY,1,2,0,0,stop,2,0,gemma-3-27b-it, GY
serial,default,2,immediate,84,GE,GE,1,2,0,0,stop,2,0,gemma-3-27b-it, GE
serial,default,2,immediate,85,CT,CT,1,2,0,0,stop,2,0,gemma-3-27b-it, CT
serial,default,2,immediate,86,VX,YG,0,4,0,0,stop,2,0,gemma-3-27b-it, YG
serial,default,2,immediate,87,QO,HV,0,8,0,0,stop,4,0,gemma-3-27b-it,Answer: HV
serial,default,2,immediate,88,KC,KC,1,2,0,0,stop,2,0,gemma-3-27b-it, KC
serial,default,2,immediate,89,HG,PM,0,3,0,0,stop,2,0,gemma-3-27b-it, PM
serial,default,2,immediate,90,OQ,UE,0,10,0,0,stop,2,0,gemma-3-27b-it, UE
serial,default,2,immediate,91,ZU,ZU,1,2,0,0,stop,3,0,gemma-3-27b-it, ZU
serial,default,2,immediate,92,PS,WQ,0,3,0,0,stop,3,0,gemma-3-27b-it, WQ
serial,default,2,immediate,93,KI,UV,0,3,0,0,stop,2,0,gemma-3-27b-it, UV
serial,default,2,immediate,94,DO,IU,0,4,0,0,stop,2,0,gemma-3-27b-it, IU
serial,default,2,immediate,95,JA,YK,0,7,0,0,stop,3,0,gemma-3-27b-it, YK
serial,default,2,immediate,96,LR,DV,0,5,0,0,stop,2,0,gemma-3-27b-it, DV
serial,default,2,immediate,97,JA,IH,0,4,0,0,stop,2,0,gemma-3-27b-it, IH
serial,default,2,immediate,98,HN,HN,1,2,0,0,stop,2,0,gemma-3-27b-it, HN
serial,default,2,immediate,99,UR,EY,0,3,0,0,stop,2,0,gemma-3-27b-it, EY
serial,default,2,immediate,100,PX,PX,1,2,0,0,stop,2,0,gemma-3-27b-it, PX
serial,default,2,immediate,101,QQ,MV,0,3,0,0,stop,2,0,gemma-3-27b-it, MV
serial,default,2,immediate,102,TX,ID,0,9,0,0,stop,2,0,gemma-3-27b-it, ID
serial,default,2,immediate,103,ZP,TO,0,8,0,0,stop,2,0,gemma-3-27b-it, TO
serial,default,2,immediate,104,QA,LT,0,11,0,0,stop,2,0,gemma-3-27b-it, LT
serial,default,2,immediate,105,IE,IE,1,2,0,0,stop,2,0,gemma-3-27b-it, IE
serial,default,2,immediate,106,SB,SB,1,2,0,0,stop,2,0,gemma-3-27b-it,SB
serial,default,2,immediate,107,JD,JD,1,2,0,0,stop,2,0,gemma-3-27b-it, JD
serial,default,2,immediate,108,IC,CD,0,4,0,0,stop,4,0,gemma-3-27b-it,Answer: CD
serial,default,2,immediate,109,TH,SE,0,3,0,0,stop,2,0,gemma-3-27b-it, SE
serial,default,2,immediate,110,SI,VR,0,6,0,0,stop,2,0,gemma-3-27b-it, VR
serial,default,2,immediate,111,GU,GU,1,2,0,0,stop,2,0,gemma-3-27b-it, GU
serial,default,2,immediate,112,BL,JK,0,4,0,0,stop,2,0,gemma-3-27b-it,JK
serial,default,2,immediate,113,GE,ZZ,0,10,0,0,stop,2,0,gemma-3-27b-it, ZZ
serial,default,2,immediate,114,JA,ED,0,0,0,0,stop,2,0,gemma-3-27b-it, ED
serial,default,2,immediate,115,RE,VD,0,4,0,0,stop,2,0,gemma-3-27b-it, VD
serial,default,2,immediate,116,BN,BN,1,2,0,0,stop,2,0,gemma-3-27b-it, BN
serial,default,2,immediate,117,LH,XS,0,3,0,0,stop,2,0,gemma-3-27b-it, XS
serial,default,2,immediate,118,YU,EF,0,7,0,0,stop,2,0,gemma-3-27b-it, EF
serial,default,2,immediate,119,KV,NW,0,3,0,0,stop,2,0,gemma-3-27b-it, NW
serial,default,2,immediate,120,WD,YR,0,4,0,0,stop,3,0,gemma-3-27b-it, YR
serial,default,2,immediate,121,CR,CR,1,2,0,0,stop,2,0,gemma-3-27b-it, CR
serial,default,2,immediate,122,VP,VP,1,2,0,0,stop,2,0,gemma-3-27b-it, VP
serial,default,2,immediate,123,TN,TN,1,2,0,0,stop,2,0,gemma-3-27b-it, TN
serial,default,2,immediate,124,LA,LA,1,2,0,0,stop,2,0,gemma-3-27b-it, LA
serial,default,2,immediate,125,LY,XK,0,7,0,0,stop,2,0,gemma-3-27b-it, XK
serial,default,2,immediate,126,SA,NO,0,9,0,0,stop,2,0,gemma-3-27b-it, NO
serial,default,2,immediate,127,UO,UO,1,2,0,0,stop,3,0,gemma-3-27b-it, UO
serial,default,2,immediate,128,YV,YV,1,2,0,0,stop,3,0,gemma-3-27b-it, YV
serial,default,2,immediate,129,UJ,UJ,1,2,0,0,stop,3,0,gemma-3-27b-it, UJ
serial,default,2,immediate,130,TA,ED,0,3,0,0,stop,2,0,gemma-3-27b-it, ED
serial,default,2,immediate,131,IC,WT,0,3,0,0,stop,2,0,gemma-3-27b-it, WT
serial,default,2,immediate,132,SW,SW,1,2,0,0,stop,2,0,gemma-3-27b-it, SW
serial,default,2,immediate,133,KF,DX,0,4,0,0,stop,2,0,gemma-3-27b-it, DX
serial,default,2,immediate,134,MC,UR,0,3,0,0,stop,2,0,gemma-3-27b-it, UR
serial,default,2,immediate,135,QB,QB,1,2,0,0,stop,2,0,gemma-3-27b-it, QB
serial,default,2,immediate,136,TL,EW,0,3,0,0,stop,2,0,gemma-3-27b-it, EW
serial,default,2,immediate,137,BM,BM,1,2,0,0,stop,2,0,gemma-3-27b-it, BM
serial,default,2,immediate,138,RV,GB,0,3,0,0,stop,2,0,gemma-3-27b-it, GB
serial,default,2,immediate,139,BO,LP,0,3,0,0,stop,2,0,gemma-3-27b-it, LP
serial,default,2,immediate,140,LW,FJ,0,3,0,0,stop,2,0,gemma-3-27b-it, FJ
serial,default,2,immediate,141,AC,AC,1,2,0,0,stop,2,0,gemma-3-27b-it,AC
serial,default,2,immediate,142,UD,UD,1,2,0,0,stop,2,0,gemma-3-27b-it,UD
serial,default,2,immediate,143,DE,DE,1,2,0,0,stop,2,0,gemma-3-27b-it, DE
serial,default,2,immediate,144,MV,MV,1,2,0,0,stop,2,0,gemma-3-27b-it, MV
serial,default,2,immediate,145,XQ,PN,0,3,0,0,stop,2,0,gemma-3-27b-it, PN
serial,default,2,immediate,146,HL,HL,1,2,0,0,stop,2,0,gemma-3-27b-it, HL
serial,default,2,immediate,147,QG,QG,1,2,0,0,stop,3,0,gemma-3-27b-it, QG
serial,default,2,immediate,148,UL,SL,0,1,0,0,stop,2,0,gemma-3-27b-it, SL
serial,default,2,immediate,149,EH,EH,1,2,0,0,stop,2,0,gemma-3-27b-it, EH
