task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion,run_id,prompt,seed
facts_parallel,default,2,immediate,29,Finland,Greece,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,cdc6a76e-1788557742,"Consider these 2 countries: Greece, Finland.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",2984150089
facts_parallel,default,2,immediate,30,Peru,Peru,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Peru,cdc6a76e-1788557742,"Consider these 2 countries: Peru, Israel.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",3508080044
facts_parallel,default,2,immediate,31,Japan,Japan,1,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Japan,cdc6a76e-1788557742,"Consider these 2 countries: Japan, China.
Exactly one of them has a capital city beginning with the letter T. Which country is it? Answer with just the country name.",2786999610
facts_parallel,default,2,immediate,32,Austria,Austria,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,cdc6a76e-1788557742,"Consider these 2 countries: Austria, Morocco.
Exactly one of them has a capital city beginning with the letter V. Which country is it? Answer with just the country name.",1058499712
facts_parallel,default,2,immediate,33,Portugal,Portugal,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Portugal,cdc6a76e-1788557742,"Consider these 2 countries: Norway, Portugal.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",1209031702
facts_parallel,default,2,immediate,34,Peru,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Peru, Morocco.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",3597978037
facts_parallel,default,2,immediate,35,Norway,Norway,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,cdc6a76e-1788557742,"Consider these 2 countries: Norway, Indonesia.
Exactly one of them has a capital city beginning with the letter O. Which country is it? Answer with just the country name.",2708732195
facts_parallel,default,2,immediate,36,Bulgaria,Bulgaria,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,cdc6a76e-1788557742,"Consider these 2 countries: Poland, Bulgaria.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",947562649
facts_parallel,default,2,immediate,37,Russia,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,cdc6a76e-1788557742,"Consider these 2 countries: Russia, Bulgaria.
Exactly one of them has a capital city beginning with the letter M. Which country is it? Answer with just the country name.",1333630991
facts_parallel,default,2,immediate,38,Japan,Indonesia,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Indonesia, Japan.
Exactly one of them has a capital city beginning with the letter T. Which country is it? Answer with just the country name.",3754067358
facts_parallel,default,2,immediate,39,Poland,Poland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Poland,cdc6a76e-1788557742,"Consider these 2 countries: Ireland, Poland.
Exactly one of them has a capital city beginning with the letter W. Which country is it? Answer with just the country name.",2831529224
facts_parallel,default,2,immediate,40,Greece,Greece,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,cdc6a76e-1788557742,"Consider these 2 countries: Greece, Japan.
Exactly one of them has a capital city beginning with the letter A. Which country is it? Answer with just the country name.",2656607083
facts_parallel,default,2,immediate,41,Ireland,Peru,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Peru,cdc6a76e-1788557742,"Consider these 2 countries: Ireland, Peru.
Exactly one of them has a capital city beginning with the letter D. Which country is it? Answer with just the country name.",3915361277
facts_parallel,default,2,immediate,42,Norway,Norway,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,cdc6a76e-1788557742,"Consider these 2 countries: Norway, Poland.
Exactly one of them has a capital city beginning with the letter O. Which country is it? Answer with just the country name.",1884748359
facts_parallel,default,2,immediate,43,Germany,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Morocco, Germany.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",122800849
facts_parallel,default,2,immediate,44,Hungary,Hungary,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Hungary,cdc6a76e-1788557742,"Consider these 2 countries: Hungary, Poland.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",2570411890
facts_parallel,default,2,immediate,45,Russia,Kenya,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Kenya,cdc6a76e-1788557742,"Consider these 2 countries: Russia, Kenya.
Exactly one of them has a capital city beginning with the letter M. Which country is it? Answer with just the country name.",3996282852
facts_parallel,default,2,immediate,46,Sweden,Sweden,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,cdc6a76e-1788557742,"Consider these 2 countries: Sweden, Hungary.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",2000371294
facts_parallel,default,2,immediate,47,Kenya,Kenya,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Kenya,cdc6a76e-1788557742,"Consider these 2 countries: Czechia, Kenya.
Exactly one of them has a capital city beginning with the letter N. Which country is it? Answer with just the country name.",3935944
facts_parallel,default,2,immediate,48,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Indonesia, Czechia.
Exactly one of them has a capital city beginning with the letter J. Which country is it? Answer with just the country name.",2424509273
facts_parallel,default,2,immediate,49,Czechia,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Morocco, Czechia.
Exactly one of them has a capital city beginning with the letter P. Which country is it? Answer with just the country name.",3884196815
facts_parallel,default,2,immediate,50,Sweden,Sweden,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,cdc6a76e-1788557742,"Consider these 2 countries: Sweden, Hungary.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",2269358634
facts_parallel,default,2,immediate,51,Poland,Poland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Poland,cdc6a76e-1788557742,"Consider these 2 countries: Bulgaria, Poland.
Exactly one of them has a capital city beginning with the letter W. Which country is it? Answer with just the country name.",4031027900
facts_parallel,default,2,immediate,52,Russia,Russia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Russia,cdc6a76e-1788557742,"Consider these 2 countries: Cuba, Russia.
Exactly one of them has a capital city beginning with the letter M. Which country is it? Answer with just the country name.",1766705926
facts_parallel,default,2,immediate,53,Sweden,Sweden,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,cdc6a76e-1788557742,"Consider these 2 countries: Japan, Sweden.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",508230544
facts_parallel,default,2,immediate,54,Morocco,Morocco,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Denmark, Morocco.
Exactly one of them has a capital city beginning with the letter R. Which country is it? Answer with just the country name.",2150526515
facts_parallel,default,2,immediate,55,Japan,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,cdc6a76e-1788557742,"Consider these 2 countries: Japan, Bulgaria.
Exactly one of them has a capital city beginning with the letter T. Which country is it? Answer with just the country name.",4146683557
facts_parallel,default,2,immediate,56,Cuba,Greece,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,cdc6a76e-1788557742,"Consider these 2 countries: Greece, Cuba.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",1847594783
facts_parallel,default,2,immediate,57,Egypt,Egypt,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Egypt,cdc6a76e-1788557742,"Consider these 2 countries: Thailand, Egypt.
Exactly one of them has a capital city beginning with the letter C. Which country is it? Answer with just the country name.",422002569
facts_parallel,default,2,immediate,58,Peru,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,cdc6a76e-1788557742,"Consider these 2 countries: Peru, Bulgaria.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",2308448792
facts_parallel,default,2,immediate,59,Peru,Peru,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Peru,cdc6a76e-1788557742,"Consider these 2 countries: Peru, Egypt.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",4271837838
facts_parallel,default,2,immediate,60,Egypt,Cuba,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,cdc6a76e-1788557742,"Consider these 2 countries: Egypt, Cuba.
Exactly one of them has a capital city beginning with the letter C. Which country is it? Answer with just the country name.",2892954089
facts_parallel,default,2,immediate,61,Sweden,Sweden,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,cdc6a76e-1788557742,"Consider these 2 countries: Sweden, Israel.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",3681143167
facts_parallel,default,2,immediate,62,Peru,Peru,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Peru,cdc6a76e-1788557742,"Consider these 2 countries: Indonesia, Peru.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",1113626821
facts_parallel,default,2,immediate,63,Peru,Peru,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Peru,cdc6a76e-1788557742,"Consider these 2 countries: Peru, Greece.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",895985747
facts_parallel,default,2,immediate,64,Russia,Russia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Russia,cdc6a76e-1788557742,"Consider these 2 countries: Russia, Czechia.
Exactly one of them has a capital city beginning with the letter M. Which country is it? Answer with just the country name.",2869116400
facts_parallel,default,2,immediate,65,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Norway, Indonesia.
Exactly one of them has a capital city beginning with the letter J. Which country is it? Answer with just the country name.",3691253094
facts_parallel,default,2,immediate,66,Thailand,Thailand,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Thailand,cdc6a76e-1788557742,"Consider these 2 countries: Ireland, Thailand.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",1158503644
facts_parallel,default,2,immediate,67,Austria,Austria,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,cdc6a76e-1788557742,"Consider these 2 countries: Germany, Austria.
Exactly one of them has a capital city beginning with the letter V. Which country is it? Answer with just the country name.",839543882
facts_parallel,default,2,immediate,68,Israel,Israel,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Israel,cdc6a76e-1788557742,"Consider these 2 countries: Morocco, Israel.
Exactly one of them has a capital city beginning with the letter J. Which country is it? Answer with just the country name.",2729800155
facts_parallel,default,2,immediate,69,Hungary,Bulgaria,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Bulgaria,cdc6a76e-1788557742,"Consider these 2 countries: Hungary, Bulgaria.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",3585229133
facts_parallel,default,2,immediate,70,Czechia,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Morocco, Czechia.
Exactly one of them has a capital city beginning with the letter P. Which country is it? Answer with just the country name.",3044395176
facts_parallel,default,2,immediate,71,Thailand,Norway,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,cdc6a76e-1788557742,"Consider these 2 countries: Thailand, Norway.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",3262314558
facts_parallel,default,2,immediate,72,Morocco,Morocco,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Morocco, Bulgaria.
Exactly one of them has a capital city beginning with the letter R. Which country is it? Answer with just the country name.",1534830980
facts_parallel,default,2,immediate,73,Sweden,Sweden,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,cdc6a76e-1788557742,"Consider these 2 countries: Russia, Sweden.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",746363154
facts_parallel,default,2,immediate,74,Bulgaria,Morocco,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Morocco,cdc6a76e-1788557742,"Consider these 2 countries: Bulgaria, Morocco.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",2987920561
facts_parallel,default,2,immediate,75,Czechia,Poland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Poland,cdc6a76e-1788557742,"Consider these 2 countries: Czechia, Poland.
Exactly one of them has a capital city beginning with the letter P. Which country is it? Answer with just the country name.",3307158567
facts_parallel,default,2,immediate,76,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Thailand, Indonesia.
Exactly one of them has a capital city beginning with the letter J. Which country is it? Answer with just the country name.",1544973725
facts_parallel,default,2,immediate,77,Poland,Indonesia,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Indonesia, Poland.
Exactly one of them has a capital city beginning with the letter W. Which country is it? Answer with just the country name.",722558219
facts_parallel,default,2,immediate,78,Russia,Portugal,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Portugal,cdc6a76e-1788557742,"Consider these 2 countries: Portugal, Russia.
Exactly one of them has a capital city beginning with the letter M. Which country is it? Answer with just the country name.",3148759194
facts_parallel,default,2,immediate,79,Russia,Germany,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,cdc6a76e-1788557742,"Consider these 2 countries: Russia, Germany.
Exactly one of them has a capital city beginning with the letter M. Which country is it? Answer with just the country name.",3433656332
facts_parallel,default,2,immediate,80,Bulgaria,Ireland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Ireland,cdc6a76e-1788557742,"Consider these 2 countries: Ireland, Bulgaria.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",854447207
facts_parallel,default,2,immediate,81,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Germany, Indonesia.
Exactly one of them has a capital city beginning with the letter J. Which country is it? Answer with just the country name.",1173021937
facts_parallel,default,2,immediate,82,Germany,Indonesia,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,cdc6a76e-1788557742,"Consider these 2 countries: Germany, Indonesia.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",3705910603
facts_parallel,default,2,immediate,83,Germany,Germany,1,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Germany,cdc6a76e-1788557742,"Consider these 2 countries: Germany, Ireland.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",2883880413
facts_parallel,default,2,immediate,84,Greece,Greece,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,cdc6a76e-1788557742,"Consider these 2 countries: Bulgaria, Greece.
Exactly one of them has a capital city beginning with the letter A. Which country is it? Answer with just the country name.",897585278
facts_parallel,default,2,immediate,85,Norway,Norway,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,cdc6a76e-1788557742,"Consider these 2 countries: Finland, Norway.
Exactly one of them has a capital city beginning with the letter O. Which country is it? Answer with just the country name.",1116152040
facts_parallel,default,2,immediate,86,Finland,Finland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,cdc6a76e-1788557742,"Consider these 2 countries: Czechia, Finland.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",3683545426
facts_parallel,default,2,immediate,87,Cuba,Cuba,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,cdc6a76e-1788557742,"Consider these 2 countries: Bulgaria, Cuba.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",2894676420
facts_parallel,default,2,immediate,88,Norway,Norway,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,cdc6a76e-1788557742,"Consider these 2 countries: Germany, Norway.
Exactly one of them has a capital city beginning with the letter O. Which country is it? Answer with just the country name.",1010195541
facts_parallel,default,2,immediate,89,Cuba,Cuba,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,cdc6a76e-1788557742,"Consider these 2 countries: Cuba, Thailand.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",1261530307
facts_parallel,default,2,immediate,90,Hungary,Portugal,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Portugal,cdc6a76e-1788557742,"Consider these 2 countries: Hungary, Portugal.
Exactly one of them has a capital city beginning with the letter B. Which country is it? Answer with just the country name.",737600806
facts_parallel,default,2,immediate,91,Finland,Finland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,cdc6a76e-1788557742,"Consider these 2 countries: Finland, Poland.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",1559352752
facts_parallel,default,2,immediate,92,Finland,Finland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,cdc6a76e-1788557742,"Consider these 2 countries: Finland, Germany.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",3321398282
facts_parallel,default,2,immediate,93,Norway,Austria,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Austria,cdc6a76e-1788557742,"Consider these 2 countries: Norway, Austria.
Exactly one of them has a capital city beginning with the letter O. Which country is it? Answer with just the country name.",3003102364
facts_parallel,default,2,immediate,94,Cuba,Cuba,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,cdc6a76e-1788557742,"Consider these 2 countries: Denmark, Cuba.
Exactly one of them has a capital city beginning with the letter H. Which country is it? Answer with just the country name.",748364095
facts_parallel,default,2,immediate,95,Austria,Austria,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,cdc6a76e-1788557742,"Consider these 2 countries: Austria, Germany.
Exactly one of them has a capital city beginning with the letter V. Which country is it? Answer with just the country name.",1536954793
facts_parallel,default,2,immediate,96,Kenya,Kenya,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Kenya,cdc6a76e-1788557742,"Consider these 2 countries: Bulgaria, Kenya.
Exactly one of them has a capital city beginning with the letter N. Which country is it? Answer with just the country name.",3264561171
facts_parallel,default,2,immediate,97,Bulgaria,Hungary,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Hungary,cdc6a76e-1788557742,"Consider these 2 countries: Bulgaria, Hungary.
Exactly one of them has a capital city beginning with the letter S. Which country is it? Answer with just the country name.",3046273157
facts_parallel,default,2,immediate,98,Greece,Hungary,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Hungary,cdc6a76e-1788557742,"Consider these 2 countries: Greece, Hungary.
Exactly one of them has a capital city beginning with the letter A. Which country is it? Answer with just the country name.",623734036
facts_parallel,default,2,immediate,99,Portugal,Portugal,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Portugal,cdc6a76e-1788557742,"Consider these 2 countries: Portugal, Hungary.
Exactly one of them has a capital city beginning with the letter L. Which country is it? Answer with just the country name.",1378508162
