k,condition,idx,gold,pred,correct,leak,eff_hops,chain,error,completion
1,filler,17,HI,HI,1,0,1,EV HI,0, HI
1,filler,18,EL,EL,1,0,1,QY EL,0, EL
1,filler,19,ES,ES,1,0,1,BR ES,0, ES
1,filler,20,BB,BB,1,0,1,TE BB,0, BB
1,filler,21,NY,NY,1,0,1,AH NY,0, NY
1,filler,22,XT,XT,1,0,1,GD XT,0, XT
1,filler,23,HC,HC,1,0,1,ZO HC,0, HC
1,filler,24,HD,HD,1,0,1,YS HD,0, HD
1,filler,25,BS,BS,1,0,1,OI BS,0, BS
1,filler,26,IS,IS,1,0,1,JH IS,0, IS
1,filler,27,JG,JG,1,0,1,KO JG,0, JG
1,filler,28,UB,UB,1,0,1,EO UB,0, UB
1,filler,29,LN,LN,1,0,1,WE LN,0, LN
1,cot,0,GC,GC,1,0,1,BK GC,0,"Following the chain: BK -> GC.
Answer: GC"
1,cot,1,FD,FD,1,0,1,ON FD,0,"Following the chain: ON -> FD.
Answer: FD"
1,cot,2,FD,FD,1,0,1,MW FD,0,"Following the chain: MW -> FD.
Answer: FD"
1,cot,3,ZY,ZY,1,0,1,WZ ZY,0,"Following the chain: WZ -> ZY.
Answer: ZY"
1,cot,4,DX,DX,1,0,1,UL DX,0,"Following the chain: UL -> DX.
Answer: DX"
1,cot,5,VL,VL,1,0,1,ZK VL,0,"Following the chain: ZK -> VL.
Answer: VL"
1,cot,6,XN,XN,1,0,1,UP XN,0,"Following the chain: UP -> XN.
Answer: XN"
1,cot,7,OF,OF,1,0,1,NW OF,0,"Following the chain: NW -> OF.
Answer: OF"
1,cot,8,DS,DS,1,0,1,YP DS,0,"Following the chain: YP -> DS.
Answer: DS"
1,cot,9,YA,YA,1,0,1,EQ YA,0,"Following the chain: EQ -> YA.
Answer: YA"
1,cot,10,VH,VH,1,0,1,UF VH,0,"Following the chain: UF -> VH.
Answer: VH"
1,cot,11,WC,WC,1,0,1,FN WC,0,"Following the chain: FN -> WC.
Answer: WC"
1,cot,12,EA,EA,1,0,1,NJ EA,0,"Following the chain: NJ -> EA.
Answer: EA"
1,cot,13,CK,CK,1,0,1,YP CK,0,"Following the chain: YP -> CK.
Answer: CK"
1,cot,14,WV,WV,1,0,1,UU WV,0,"Following the chain: UU -> WV.
Answer: WV"
1,cot,15,CY,CY,1,0,1,WW CY,0,"Following the chain: WW -> CY.
Answer: CY"
1,cot,16,BK,BK,1,0,1,ES BK,0,"Following the chain: ES -> BK.
Answer: BK"
1,cot,17,HI,HI,1,0,1,EV HI,0,"Following the chain: EV -> HI.
Answer: HI"
1,cot,18,EL,EL,1,0,1,QY EL,0,"Following the chain: QY -> EL.
Answer: EL"
1,cot,19,ES,ES,1,0,1,BR ES,0,"Following the chain: BR -> ES.
Answer: ES"
1,cot,20,BB,BB,1,0,1,TE BB,0,"Following the chain: TE -> BB.
Answer: BB"
1,cot,21,NY,NY,1,0,1,AH NY,0,"Following the chain: AH -> NY.
Answer: NY"
1,cot,22,XT,XT,1,0,1,GD XT,0,"Following the chain: GD -> XT.
Answer: XT"
1,cot,23,HC,HC,1,0,1,ZO HC,0,"Following the chain: ZO -> HC.
Answer: HC"
1,cot,24,HD,HD,1,0,1,YS HD,0,"Following the chain: YS -> HD.
Answer: HD"
1,cot,25,BS,BS,1,0,1,OI BS,0,"Following the chain: OI -> BS.
Answer: BS"
1,cot,26,IS,IS,1,0,1,JH IS,0,"Following the chain: JH -> IS.
Answer: IS"
1,cot,27,JG,JG,1,0,1,KO JG,0,"Following the chain: KO -> JG.
Answer: JG"
1,cot,28,UB,UB,1,0,1,EO UB,0,"Following the chain: EO -> UB.
Answer: UB"
1,cot,29,LN,LN,1,0,1,WE LN,0,"Following the chain: WE -> LN.
Answer: LN"
2,immediate,0,LC,LC,1,0,2,BX DD LC,0, LC
2,immediate,1,RV,RP,0,0,-1,GU QJ RV,0, RP
2,immediate,2,DT,IK,0,0,-1,JS QE DT,0, IK
2,immediate,3,DL,DL,1,0,2,RN QO DL,0, DL
2,immediate,4,IP,KB,0,0,-1,HN HF IP,0, KB
2,immediate,5,PM,PM,1,0,2,VW TS PM,0, PM
2,immediate,6,SZ,SZ,1,0,2,YP IM SZ,0, SZ
2,immediate,7,NT,WP,0,0,-1,YI RP NT,0, WP
2,immediate,8,XU,TP,0,0,-1,XW FH XU,0, TP
2,immediate,9,VA,VA,1,0,2,FT SB VA,0, VA
2,immediate,10,DI,DI,1,0,2,VR QR DI,0, DI
2,immediate,11,CY,CY,1,0,2,VS KT CY,0, CY
2,immediate,12,UA,WW,0,0,-1,AJ LD UA,0, WW
2,immediate,13,FM,FM,1,0,2,EW IS FM,0, FM
2,immediate,14,IU,IU,1,0,2,QV TE IU,0, IU
2,immediate,15,OK,ZN,0,0,-1,AT IH OK,0, ZN
2,immediate,16,YS,YS,1,0,2,AV IA YS,0, YS
2,immediate,17,LX,LX,1,0,2,DV RF LX,0, LX
2,immediate,18,RT,DR,0,0,-1,LH EJ RT,0, DR
2,immediate,19,MB,MB,1,0,2,HZ AR MB,0, MB
2,immediate,20,BM,BM,1,0,2,TK BV BM,0, BM
2,immediate,21,PP,QH,0,0,-1,VH BN PP,0, QH
2,immediate,22,VR,VR,1,0,2,TU SC VR,0, VR
2,immediate,23,VQ,DX,0,0,-1,IS BI VQ,0, DX
2,immediate,24,GT,GT,1,0,2,ZS KA GT,0, GT
2,immediate,25,NO,SH,0,0,-1,EW RW NO,0, SH
2,immediate,26,MR,HN,0,0,-1,PT OU MR,0, HN
2,immediate,27,DP,DP,1,0,2,YN PU DP,0, DP
2,immediate,28,OU,RL,0,0,-1,LS TI OU,0, RL
2,immediate,29,XV,XV,1,0,2,JB UK XV,0, XV
2,filler,0,LC,LC,1,0,2,BX DD LC,0, LC
2,filler,1,RV,RP,0,0,-1,GU QJ RV,0, RP
2,filler,2,DT,IK,0,0,-1,JS QE DT,0, IK
2,filler,3,DL,VS,0,0,-1,RN QO DL,0, VS
2,filler,4,IP,IP,1,0,2,HN HF IP,0, IP
2,filler,5,PM,PM,1,0,2,VW TS PM,0, PM
2,filler,6,SZ,SZ,1,0,2,YP IM SZ,0, SZ
2,filler,7,NT,NT,1,0,2,YI RP NT,0, NT
2,filler,8,XU,TP,0,0,-1,XW FH XU,0, TP
2,filler,9,VA,VA,1,0,2,FT SB VA,0, VA
2,filler,10,DI,DI,1,0,2,VR QR DI,0, DI
2,filler,11,CY,CY,1,0,2,VS KT CY,0, CY
2,filler,12,UA,UA,1,0,2,AJ LD UA,0, UA
2,filler,13,FM,FM,1,0,2,EW IS FM,0, FM
2,filler,14,IU,MD,0,0,-1,QV TE IU,0, MD
2,filler,15,OK,OK,1,0,2,AT IH OK,0, OK
2,filler,16,YS,YS,1,0,2,AV IA YS,0, YS
2,filler,17,LX,UQ,0,0,-1,DV RF LX,0, UQ
2,filler,18,RT,RT,1,0,2,LH EJ RT,0, RT
2,filler,19,MB,MB,1,0,2,HZ AR MB,0, MB
2,filler,20,BM,BM,1,0,2,TK BV BM,0, BM
2,filler,21,PP,PP,1,0,2,VH BN PP,0, PP
2,filler,22,VR,KP,0,0,-1,TU SC VR,0, KP
2,filler,23,VQ,DX,0,0,-1,IS BI VQ,0, DX
2,filler,24,GT,GT,1,0,2,ZS KA GT,0, GT
2,filler,25,NO,NO,1,0,2,EW RW NO,0, NO
2,filler,26,MR,MR,1,0,2,PT OU MR,0, MR
2,filler,27,DP,DP,1,0,2,YN PU DP,0, DP
2,filler,28,OU,RL,0,0,-1,LS TI OU,0, RL
2,filler,29,XV,XV,1,0,2,JB UK XV,0, XV
2,cot,0,LC,LC,1,0,2,BX DD LC,0,"Following the chain: BX -> DD -> LC.
Answer: LC"
2,cot,1,RV,RV,1,0,2,GU QJ RV,0,"Following the chain: GU -> QJ -> RV.
Answer: RV"
2,cot,2,DT,DT,1,0,2,JS QE DT,0,"Following the chain: JS -> QE -> DT.
Answer: DT"
2,cot,3,DL,DL,1,0,2,RN QO DL,0,"Following the chain: RN -> QO -> DL.
Answer: DL"
2,cot,4,IP,IP,1,0,2,HN HF IP,0,"Following the chain: HN -> HF -> IP.
Answer: IP"
2,cot,5,PM,PM,1,0,2,VW TS PM,0,"Following the chain: VW -> TS -> PM.
Answer: PM"
2,cot,6,SZ,SZ,1,0,2,YP IM SZ,0,"Following the chain: YP -> IM -> SZ.
Answer: SZ"
2,cot,7,NT,NT,1,0,2,YI RP NT,0,"Following the chain: YI -> RP -> NT.
Answer: NT"
2,cot,8,XU,XU,1,0,2,XW FH XU,0,"Following the chain: XW -> FH -> XU.
Answer: XU"
2,cot,9,VA,VA,1,0,2,FT SB VA,0,"Following the chain: FT -> SB -> VA.
Answer: VA"
2,cot,10,DI,DI,1,0,2,VR QR DI,0,"Following the chain: VR -> QR -> DI.
Answer: DI"
2,cot,11,CY,CY,1,0,2,VS KT CY,0,"Following the chain: VS -> KT -> CY.
Answer: CY"
2,cot,12,UA,UA,1,0,2,AJ LD UA,0,"Following the chain: AJ -> LD -> UA.
Answer: UA"
2,cot,13,FM,FM,1,0,2,EW IS FM,0,"Following the chain: EW -> IS -> FM.
Answer: FM"
2,cot,14,IU,IU,1,0,2,QV TE IU,0,"Following the chain: QV -> TE -> IU.
Answer: IU"
2,cot,15,OK,OK,1,0,2,AT IH OK,0,"Following the chain: AT -> IH -> OK.
Answer: OK"
2,cot,16,YS,YS,1,0,2,AV IA YS,0,"Following the chain: AV -> IA -> YS.
Answer: YS"
2,cot,17,LX,LX,1,0,2,DV RF LX,0,"Following the chain: DV -> RF -> LX.
Answer: LX"
2,cot,18,RT,RT,1,0,2,LH EJ RT,0,"Following the chain: LH -> EJ -> RT.
Answer: RT"
2,cot,19,MB,MB,1,0,2,HZ AR MB,0,"Following the chain: HZ -> AR -> MB.
Answer: MB"
2,cot,20,BM,BM,1,0,2,TK BV BM,0,"Following the chain: TK -> BV -> BM.
Answer: BM"
2,cot,21,PP,PP,1,0,2,VH BN PP,0,"Following the chain: VH -> BN -> PP.
Answer: PP"
2,cot,22,VR,VR,1,0,2,TU SC VR,0,"Following the chain: TU -> SC -> VR.
Answer: VR"
2,cot,23,VQ,VQ,1,0,2,IS BI VQ,0,"Following the chain: IS -> BI -> VQ.
Answer: VQ"
2,cot,24,GT,GT,1,0,2,ZS KA GT,0,"Following the chain: ZS -> KA -> GT.
Answer: GT"
2,cot,25,NO,NO,1,0,2,EW RW NO,0,"Following the chain: EW -> RW -> NO.
Answer: NO"
2,cot,26,MR,MR,1,0,2,PT OU MR,0,"Following the chain: PT -> OU -> MR.
Answer: MR"
2,cot,27,DP,DP,1,0,2,YN PU DP,0,"Following the chain: YN -> PU -> DP.
Answer: DP"
2,cot,28,OU,OU,1,0,2,LS TI OU,0,"Following the chain: LS -> TI -> OU.
Answer: OU"
2,cot,29,XV,XV,1,0,2,JB UK XV,0,"Following the chain: JB -> UK -> XV.
Answer: XV"
3,immediate,0,VF,VF,1,0,3,EG HF QA VF,0, VF
3,immediate,1,AW,AW,1,0,3,BJ AC XQ AW,0, AW
3,immediate,2,LR,CZ,0,0,-1,GW ZK RQ LR,0, CZ
3,immediate,3,VT,XZ,0,0,-1,YY PO MK VT,0, XZ
3,immediate,4,EL,YD,0,0,2,TL BL YD EL,0, YD
3,immediate,5,EL,EL,1,0,3,IL IE UT EL,0, EL
3,immediate,6,NT,NT,1,0,3,TG DA GE NT,0, NT
3,immediate,7,UC,KR,0,0,-1,QB ZJ ZS UC,0, KR
3,immediate,8,FZ,LA,0,0,-1,EV HO DU FZ,0, LA
3,immediate,9,CX,CX,1,0,3,DE ZO RI CX,0, CX
3,immediate,10,PC,PC,1,0,3,UZ UM SJ PC,0, PC
3,immediate,11,XG,QV,0,0,-1,AO VF NR XG,0, QV
3,immediate,12,SR,SR,1,0,3,ZK UR UM SR,0, SR
3,immediate,13,PB,YO,0,0,-1,JM VJ MN PB,0, YO
3,immediate,14,MC,MC,1,0,3,KZ CU IV MC,0, MC
3,immediate,15,JF,JF,1,0,3,XK EI JE JF,0, JF
3,immediate,16,XP,XP,1,0,3,PX DU CV XP,0, XP
3,immediate,17,DP,II,0,0,-1,SV DD TS DP,0, II
3,immediate,18,PV,JZ,0,0,-1,MV PA EG PV,0, JZ
3,immediate,19,LI,JA,0,0,2,PD BC JA LI,0, JA
3,immediate,20,UY,UY,1,0,3,OM VN VB UY,0, UY
3,immediate,21,TS,VT,0,0,2,DH OJ VT TS,0, VT
3,immediate,22,SR,SR,1,0,3,UK EL WS SR,0, SR
3,immediate,23,UP,UP,1,0,3,UA ZP YV UP,0, UP
3,immediate,24,AL,OD,0,0,-1,AG FT LH AL,0, OD
3,immediate,25,XZ,XZ,1,0,3,GE IU VR XZ,0, XZ
3,immediate,26,CE,QG,0,0,-1,YK TU TR CE,0, QG
3,immediate,27,QM,WD,0,0,-1,IN UF WJ QM,0, WD
3,immediate,28,WV,JP,0,0,-1,KM UY IZ WV,0, JP
3,immediate,29,IW,DJ,0,0,-1,MC BY UZ IW,0, DJ
3,filler,0,VF,CI,0,0,-1,EG HF QA VF,0, CI
3,filler,1,AW,VO,0,0,-1,BJ AC XQ AW,0, VO
3,filler,2,LR,CZ,0,0,-1,GW ZK RQ LR,0, CZ
3,filler,3,VT,XZ,0,0,-1,YY PO MK VT,0, XZ
3,filler,4,EL,EL,1,0,3,TL BL YD EL,0, EL
3,filler,5,EL,EL,1,0,3,IL IE UT EL,0, EL
3,filler,6,NT,NT,1,0,3,TG DA GE NT,0, NT
3,filler,7,UC,GC,0,0,-1,QB ZJ ZS UC,0, GC
3,filler,8,FZ,VR,0,0,-1,EV HO DU FZ,0, VR
3,filler,9,CX,IP,0,0,-1,DE ZO RI CX,0, IP
3,filler,10,PC,PC,1,0,3,UZ UM SJ PC,0, PC
3,filler,11,XG,XG,1,0,3,AO VF NR XG,0, XG
3,filler,12,SR,SR,1,0,3,ZK UR UM SR,0, SR
3,filler,13,PB,YO,0,0,-1,JM VJ MN PB,0, YO
3,filler,14,MC,MC,1,0,3,KZ CU IV MC,0, MC
3,filler,15,JF,JF,1,0,3,XK EI JE JF,0, JF
3,filler,16,XP,XP,1,0,3,PX DU CV XP,0, XP
3,filler,17,DP,KM,0,0,-1,SV DD TS DP,0, KM
3,filler,18,PV,JZ,0,0,-1,MV PA EG PV,0, JZ
3,filler,19,LI,YC,0,0,-1,PD BC JA LI,0, YC
3,filler,20,UY,EK,0,0,-1,OM VN VB UY,0, EK
3,filler,21,TS,BO,0,0,-1,DH OJ VT TS,0, BO
3,filler,22,SR,XT,0,0,-1,UK EL WS SR,0, XT
3,filler,23,UP,GI,0,0,-1,UA ZP YV UP,0, GI
3,filler,24,AL,OD,0,0,-1,AG FT LH AL,0, OD
3,filler,25,XZ,XZ,1,0,3,GE IU VR XZ,0, XZ
3,filler,26,CE,QG,0,0,-1,YK TU TR CE,0, QG
3,filler,27,QM,WD,0,0,-1,IN UF WJ QM,0, WD
3,filler,28,WV,JP,0,0,-1,KM UY IZ WV,0, JP
3,filler,29,IW,UV,0,0,-1,MC BY UZ IW,0, UV
3,cot,0,VF,VF,1,0,3,EG HF QA VF,0,"Following the chain: EG -> HF -> QA -> VF.
Answer: VF"
3,cot,1,AW,AW,1,0,3,BJ AC XQ AW,0,"Following the chain: BJ -> AC -> XQ -> AW.
Answer: AW"
3,cot,2,LR,LR,1,0,3,GW ZK RQ LR,0,"Following the chain: GW -> ZK -> RQ -> LR.
Answer: LR"
3,cot,3,VT,VT,1,0,3,YY PO MK VT,0,"Following the chain: YY -> PO -> MK -> VT.
Answer: VT"
3,cot,4,EL,EL,1,0,3,TL BL YD EL,0,"Following the chain: TL -> BL -> YD -> EL.
Answer: EL"
3,cot,5,EL,EL,1,0,3,IL IE UT EL,0,"Following the chain: IL -> IE -> UT -> EL.
Answer: EL"
3,cot,6,NT,NT,1,0,3,TG DA GE NT,0,"Following the chain: TG -> DA -> GE -> NT.
Answer: NT"
3,cot,7,UC,UC,1,0,3,QB ZJ ZS UC,0,"Following the chain: QB -> ZJ -> ZS -> UC.
Answer: UC"
3,cot,8,FZ,FZ,1,0,3,EV HO DU FZ,0,"Following the chain: EV -> HO -> DU -> FZ.
Answer: FZ"
3,cot,9,CX,CX,1,0,3,DE ZO RI CX,0,"Following the chain: DE -> ZO -> RI -> CX.
Answer: CX"
3,cot,10,PC,PC,1,0,3,UZ UM SJ PC,0,"Following the chain: UZ -> UM -> SJ -> PC.
Answer: PC"
3,cot,11,XG,XG,1,0,3,AO VF NR XG,0,"Following the chain: AO -> VF -> NR -> XG.
Answer: XG"
3,cot,12,SR,SR,1,0,3,ZK UR UM SR,0,"Following the chain: ZK -> UR -> UM -> SR.
Answer: SR"
3,cot,13,PB,PB,1,0,3,JM VJ MN PB,0,"Following the chain: JM -> VJ -> MN -> PB.
Answer: PB"
3,cot,14,MC,MC,1,0,3,KZ CU IV MC,0,"Following the chain: KZ -> CU -> IV -> MC.
Answer: MC"
3,cot,15,JF,JF,1,0,3,XK EI JE JF,0,"Following the chain: XK -> EI -> JE -> JF.
Answer: JF"
3,cot,16,XP,XP,1,0,3,PX DU CV XP,0,"Following the chain: PX -> DU -> CV -> XP.
Answer: XP"
3,cot,17,DP,DP,1,0,3,SV DD TS DP,0,"Following the chain: SV -> DD -> TS -> DP.
Answer: DP"
3,cot,18,PV,PV,1,0,3,MV PA EG PV,0,"Following the chain: MV -> PA -> EG -> PV.
Answer: PV"
3,cot,19,LI,LI,1,0,3,PD BC JA LI,0,"Following the chain: PD -> BC -> JA -> LI.
Answer: LI"
3,cot,20,UY,UY,1,0,3,OM VN VB UY,0,"Following the chain: OM -> VN -> VB -> UY.
Answer: UY"
3,cot,21,TS,TS,1,0,3,DH OJ VT TS,0,"Following the chain: DH -> OJ -> VT -> TS.
Answer: TS"
3,cot,22,SR,SR,1,0,3,UK EL WS SR,0,"Following the chain: UK -> EL -> WS -> SR.
Answer: SR"
3,cot,23,UP,UP,1,0,3,UA ZP YV UP,0,"Following the chain: UA -> ZP -> YV -> UP.
Answer: UP"
3,cot,24,AL,AL,1,0,3,AG FT LH AL,0,"Following the chain: AG -> FT -> LH -> AL.
Answer: AL"
3,cot,25,XZ,XZ,1,0,3,GE IU VR XZ,0,"Following the chain: GE -> IU -> VR -> XZ.
Answer: XZ"
3,cot,26,CE,CE,1,0,3,YK TU TR CE,0,"Following the chain: YK -> TU -> TR -> CE.
Answer: CE"
3,cot,27,QM,QM,1,0,3,IN UF WJ QM,0,"Following the chain: IN -> UF -> WJ -> QM.
Answer: QM"
3,cot,28,WV,WV,1,0,3,KM UY IZ WV,0,"Following the chain: KM -> UY -> IZ -> WV.
Answer: WV"
3,cot,29,IW,IW,1,0,3,MC BY UZ IW,0,"Following the chain: MC -> BY -> UZ -> IW.
Answer: IW"
4,immediate,0,GC,GC,1,0,4,IR NV FQ BS GC,0, GC
4,immediate,1,IM,HM,0,0,-1,FR VC DA PV IM,0, HM
4,immediate,2,BZ,ZG,0,0,2,FK YR ZG PW BZ,0, ZG
4,immediate,3,EW,EW,1,0,4,NE ZD EO HX EW,0, EW
4,immediate,4,JO,JO,1,0,4,UZ UX QT MB JO,0, JO
4,immediate,5,UQ,UQ,1,0,4,RX OA MW LX UQ,0, UQ
4,immediate,6,JM,WW,0,0,-1,SS RE PF EF JM,0, WW
4,immediate,7,NO,AB,0,0,-1,FF MB EE JC NO,0, AB
4,immediate,8,DU,DU,1,0,4,GI CX KM MO DU,0, DU
4,immediate,9,SW,SW,1,0,4,DG QM EY VC SW,0, SW
4,immediate,10,LR,ZK,0,0,3,DT UJ PA ZK LR,0, ZK
4,immediate,11,OE,OE,1,0,4,WA KU SS WL OE,0, OE
4,immediate,12,BQ,BQ,1,0,4,IN PS DB YT BQ,0, BQ
4,immediate,13,PB,TP,0,0,-1,WM BN UG NB PB,0, TP
4,immediate,14,NN,VJ,0,0,2,TP JO VJ BD NN,0, VJ
4,immediate,15,MJ,AG,0,0,-1,WP YN AC PH MJ,0, AG
4,immediate,16,CF,YR,0,0,-1,BW YW ET EI CF,0, YR
4,immediate,17,AU,VX,0,0,-1,IC DF YD MB AU,0, VX
4,immediate,18,TE,SV,0,0,-1,EY FB SF SI TE,0, SV
4,immediate,19,LU,YP,0,0,-1,KC PR DY HU LU,0, YP
4,immediate,20,WE,TI,0,0,2,FR CC TI FC WE,0, TI
4,immediate,21,QG,ZY,0,0,-1,PU GW SI HB QG,0, ZY
4,immediate,22,IV,KG,0,0,-1,FP JJ CJ JM IV,0, KG
4,immediate,23,UP,VQ,0,0,-1,CP MM CD KY UP,0, VQ
4,immediate,24,VK,QB,0,0,-1,OS LY ZX PC VK,0, QB
4,immediate,25,FS,HN,0,0,-1,FG RU ED MM FS,0, HN
4,immediate,26,EH,UY,0,0,-1,RV JZ FM JC EH,0, UY
4,immediate,27,TY,GW,0,0,-1,AI FU VD AZ TY,0, GW
4,immediate,28,PG,PG,1,0,4,VA FG WS LW PG,0, PG
4,immediate,29,TT,TT,1,0,4,TQ LW FD JV TT,0, TT
4,filler,0,GC,GC,1,0,4,IR NV FQ BS GC,0, GC
4,filler,1,IM,IM,1,0,4,FR VC DA PV IM,0, IM
4,filler,2,BZ,PW,0,0,3,FK YR ZG PW BZ,0, PW
4,filler,3,EW,UF,0,0,-1,NE ZD EO HX EW,0, UF
4,filler,4,JO,JO,1,0,4,UZ UX QT MB JO,0, JO
4,filler,5,UQ,JQ,0,0,-1,RX OA MW LX UQ,0, JQ
4,filler,6,JM,HI,0,0,-1,SS RE PF EF JM,0, HI
4,filler,7,NO,AB,0,0,-1,FF MB EE JC NO,0, AB
4,filler,8,DU,BR,0,0,-1,GI CX KM MO DU,0, BR
4,filler,9,SW,SW,1,0,4,DG QM EY VC SW,0, SW
4,filler,10,LR,PR,0,0,-1,DT UJ PA ZK LR,0, PR
4,filler,11,OE,DB,0,0,-1,WA KU SS WL OE,0, DB
4,filler,12,BQ,CP,0,0,-1,IN PS DB YT BQ,0, CP
4,filler,13,PB,LU,0,0,-1,WM BN UG NB PB,0, LU
4,filler,14,NN,BD,0,0,3,TP JO VJ BD NN,0, BD
4,filler,15,MJ,MJ,1,0,4,WP YN AC PH MJ,0, MJ
4,filler,16,CF,YR,0,0,-1,BW YW ET EI CF,0, YR
4,filler,17,AU,AU,1,0,4,IC DF YD MB AU,0, AU
4,filler,18,TE,SV,0,0,-1,EY FB SF SI TE,0, SV
4,filler,19,LU,LU,1,0,4,KC PR DY HU LU,0, LU
4,filler,20,WE,WE,1,0,4,FR CC TI FC WE,0, WE
4,filler,21,QG,AK,0,0,-1,PU GW SI HB QG,0, AK
4,filler,22,IV,KG,0,0,-1,FP JJ CJ JM IV,0, KG
4,filler,23,UP,GF,0,0,-1,CP MM CD KY UP,0, GF
4,filler,24,VK,VK,1,0,4,OS LY ZX PC VK,0, VK
4,filler,25,FS,HN,0,0,-1,FG RU ED MM FS,0, HN
4,filler,26,EH,JE,0,0,-1,RV JZ FM JC EH,0, JE
4,filler,27,TY,GW,0,0,-1,AI FU VD AZ TY,0, GW
4,filler,28,PG,LW,0,0,3,VA FG WS LW PG,0, LW
4,filler,29,TT,TT,1,0,4,TQ LW FD JV TT,0, TT
4,cot,0,GC,GC,1,0,4,IR NV FQ BS GC,0,"Following the chain: IR -> NV -> FQ -> BS -> GC.
Answer: GC"
4,cot,1,IM,IM,1,0,4,FR VC DA PV IM,0,"Following the chain: FR -> VC -> DA -> PV -> IM.
Answer: IM"
4,cot,2,BZ,BZ,1,0,4,FK YR ZG PW BZ,0,"Following the chain: FK -> YR -> ZG -> PW -> BZ.
Answer: BZ"
4,cot,3,EW,EW,1,0,4,NE ZD EO HX EW,0,"Following the chain: NE -> ZD -> EO -> HX -> EW.
Answer: EW"
4,cot,4,JO,JO,1,0,4,UZ UX QT MB JO,0,"Following the chain: UZ -> UX -> QT -> MB -> JO.
Answer: JO"
4,cot,5,UQ,UQ,1,0,4,RX OA MW LX UQ,0,"Following the chain: RX -> OA -> MW -> LX -> UQ.
Answer: UQ"
4,cot,6,JM,JM,1,0,4,SS RE PF EF JM,0,"Following the chain: SS -> RE -> PF -> EF -> JM.
Answer: JM"
4,cot,7,NO,NO,1,0,4,FF MB EE JC NO,0,"Following the chain: FF -> MB -> EE -> JC -> NO.
Answer: NO"
4,cot,8,DU,DU,1,0,4,GI CX KM MO DU,0,"Following the chain: GI -> CX -> KM -> MO -> DU.
Answer: DU"
4,cot,9,SW,SW,1,0,4,DG QM EY VC SW,0,"Following the chain: DG -> QM -> EY -> VC -> SW.
Answer: SW"
4,cot,10,LR,LR,1,0,4,DT UJ PA ZK LR,0,"Following the chain: DT -> UJ -> PA -> ZK -> LR.
Answer: LR"
4,cot,11,OE,OE,1,0,4,WA KU SS WL OE,0,"Following the chain: WA -> KU -> SS -> WL -> OE.
Answer: OE"
