task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,completion
serial,default,3,filler,22,PU,TJ,0,4,0,0, TJ
serial,default,3,filler,23,PU,UR,0,11,0,0, UR
serial,default,3,filler,24,YW,YW,1,3,0,0, YW
serial,default,3,filler,25,YK,UY,0,4,0,0, UY
serial,default,3,filler,26,NX,FT,0,7,0,0, FT
serial,default,3,filler,27,ZR,CY,0,2,0,0, CY
serial,default,3,filler,28,YQ,YQ,1,3,0,0, YQ
serial,default,3,filler,29,KC,KC,1,3,0,0, KC
serial,default,3,filler,30,MK,HU,0,6,0,0, HU
serial,default,3,filler,31,FD,FD,1,3,0,0, FD
serial,default,3,filler,32,RE,BK,0,5,0,0, BK
serial,default,3,filler,33,GD,DN,0,4,0,0, DN
serial,default,3,filler,34,SW,OO,0,11,0,0, OO
serial,default,3,filler,35,YS,MF,0,4,0,0, MF
serial,default,3,filler,36,TD,UP,0,4,0,0, UP
serial,default,3,filler,37,LO,LO,1,3,0,0, LO
serial,default,3,filler,38,CI,FW,0,4,0,0, FW
serial,default,3,filler,39,FW,BC,0,4,0,0, BC
serial,default,4,immediate,0,LN,GA,0,8,0,0, GA
serial,default,4,immediate,1,QW,GP,0,10,0,0, GP
serial,default,4,immediate,2,GC,LG,0,9,0,0, LG
serial,default,4,immediate,3,PI,IR,0,9,0,0, IR
serial,default,4,immediate,4,CR,NT,0,5,0,0, NT
serial,default,4,immediate,5,EJ,GP,0,9,0,0, GP
serial,default,4,immediate,6,WZ,UK,0,8,0,0, UK
serial,default,4,immediate,7,XR,XH,0,11,0,0, XH
serial,default,4,immediate,8,MG,KR,0,3,0,0, KR
serial,default,4,immediate,9,CF,WW,0,5,0,0, WW
serial,default,4,immediate,10,MI,QX,0,6,0,0, QX
serial,default,4,immediate,11,QS,XN,0,9,0,0, XN
serial,default,4,immediate,12,TO,CW,0,3,0,0, CW
serial,default,4,immediate,13,JO,DV,0,3,0,0, DV
serial,default,4,immediate,14,SR,YF,0,7,0,0, YF
serial,default,4,immediate,15,UG,XN,0,3,0,0, XN
serial,default,4,immediate,16,UI,JS,0,6,0,0, JS
serial,default,4,immediate,17,NM,XU,0,1,0,0, XU
serial,default,4,immediate,18,GC,HQ,0,9,0,0, HQ
serial,default,4,immediate,19,JZ,HA,0,5,0,0, HA
serial,default,4,immediate,20,IF,SH,0,5,0,0, SH
serial,default,4,immediate,21,TB,VR,0,7,0,0, VR
serial,default,4,immediate,22,YW,SV,0,8,0,0, SV
serial,default,4,immediate,23,JU,YW,0,3,0,0, YW
serial,default,4,immediate,24,JF,ZF,0,5,0,0, ZF
serial,default,4,immediate,25,KH,NJ,0,9,0,0, NJ
serial,default,4,immediate,26,YF,FN,0,5,0,0, FN
serial,default,4,immediate,27,CX,YS,0,10,0,0, YS
serial,default,4,immediate,28,EP,GC,0,5,0,0, GC
serial,default,4,immediate,29,ZT,ZT,1,4,0,0, ZT
serial,default,4,immediate,30,OD,LI,0,6,0,0, LI
serial,default,4,immediate,31,PW,DD,0,9,0,0, DD
serial,default,4,immediate,32,VC,MT,0,3,0,0, MT
serial,default,4,immediate,33,PP,PP,1,4,0,0, PP
serial,default,4,immediate,34,CC,DD,0,10,0,0, DD
serial,default,4,immediate,35,PW,YL,0,6,0,0, YL
serial,default,4,immediate,36,NF,NF,1,4,0,0, NF
serial,default,4,immediate,37,CT,DJ,0,8,0,0, DJ
serial,default,4,immediate,38,GM,JQ,0,3,0,0, JQ
serial,default,4,immediate,39,KH,UF,0,6,0,0, UF
serial,default,4,filler,0,LN,ZQ,0,5,0,0, ZQ
serial,default,4,filler,1,QW,AD,0,6,0,0, AD
serial,default,4,filler,2,GC,QC,0,8,0,0, QC
serial,default,4,filler,3,PI,TK,0,5,0,0, TK
serial,default,4,filler,4,CR,NT,0,5,0,0, NT
serial,default,4,filler,5,EJ,NL,0,3,0,0, NL
serial,default,4,filler,6,WZ,UK,0,8,0,0, UK
serial,default,4,filler,7,XR,GC,0,6,0,0, GC
serial,default,4,filler,8,MG,JZ,0,7,0,0, JZ
serial,default,4,filler,9,CF,CF,1,4,0,0, CF
serial,default,4,filler,10,MI,ZN,0,9,0,0, ZN
serial,default,4,filler,11,QS,JN,0,7,0,0, JN
serial,default,4,filler,12,TO,VU,0,10,0,0, VU
serial,default,4,filler,13,JO,PJ,0,10,0,0, PJ
serial,default,4,filler,14,SR,SR,1,4,0,0, SR
serial,default,4,filler,15,UG,WI,0,6,0,0, WI
serial,default,4,filler,16,UI,UI,1,4,0,0, UI
serial,default,4,filler,17,NM,SL,0,3,0,0, SL
serial,default,4,filler,18,GC,HQ,0,9,0,0, HQ
serial,default,4,filler,19,JZ,VJ,0,6,0,0, VJ
serial,default,4,filler,20,IF,SH,0,5,0,0, SH
serial,default,4,filler,21,TB,VR,0,7,0,0, VR
serial,default,4,filler,22,YW,PX,0,3,0,0, PX
serial,default,4,filler,23,JU,YI,0,2,0,0, YI
serial,default,4,filler,24,JF,ZF,0,5,0,0, ZF
serial,default,4,filler,25,KH,DQ,0,7,0,0, DQ
serial,default,4,filler,26,YF,FN,0,5,0,0, FN
serial,default,4,filler,27,CX,CX,1,4,0,0, CX
serial,default,4,filler,28,EP,NZ,0,9,0,0, NZ
serial,default,4,filler,29,ZT,IK,0,6,0,0, IK
serial,default,4,filler,30,OD,NV,0,7,0,0, NV
serial,default,4,filler,31,PW,OD,0,6,0,0, OD
serial,default,4,filler,32,VC,NR,0,5,0,0, NR
serial,default,4,filler,33,PP,JI,0,5,0,0, JI
serial,default,4,filler,34,CC,GA,0,5,0,0, GA
serial,default,4,filler,35,PW,YL,0,6,0,0, YL
serial,default,4,filler,36,NF,NF,1,4,0,0, NF
serial,default,4,filler,37,CT,NL,0,6,0,0, NL
serial,default,4,filler,38,GM,JQ,0,3,0,0, JQ
serial,default,4,filler,39,KH,KH,1,4,0,0, KH
serial,default,6,immediate,0,GU,DR,0,1,0,0, DR
serial,default,6,immediate,1,KQ,HK,0,7,0,0, HK
serial,default,6,immediate,2,JY,JT,0,9,0,0, JT
serial,default,6,immediate,3,TP,OQ,0,5,0,0, OQ
serial,default,6,immediate,4,GC,WX,0,3,0,0, WX
serial,default,6,immediate,5,CL,VI,0,11,0,0, VI
serial,default,6,immediate,6,SJ,DB,0,3,0,0, DB
serial,default,6,immediate,7,XL,ZI,0,10,0,0, ZI
serial,default,6,immediate,8,TR,BU,0,7,0,0, BU
serial,default,6,immediate,9,OG,PZ,0,7,0,0, PZ
serial,default,6,immediate,10,EH,FU,0,9,0,0, FU
serial,default,6,immediate,11,KH,WQ,0,4,0,0, WQ
serial,default,6,immediate,12,DE,YV,0,11,0,0, YV
serial,default,6,immediate,13,OM,ET,0,3,0,0, ET
serial,default,6,immediate,14,RE,QD,0,4,0,0, QD
serial,default,6,immediate,15,MZ,ZN,0,10,0,0, ZN
serial,default,6,immediate,16,LO,ZP,0,9,0,0, ZP
serial,default,6,immediate,17,BC,FQ,0,5,0,0, FQ
serial,default,6,immediate,18,OF,MN,0,5,0,0, MN
serial,default,6,immediate,19,HU,YN,0,7,0,0, YN
serial,default,6,immediate,20,KP,EL,0,7,0,0, EL
serial,default,6,immediate,21,MC,JO,0,3,0,0, JO
serial,default,6,immediate,22,NG,NG,1,6,0,0, NG
serial,default,6,immediate,23,VA,MK,0,11,0,0, MK
serial,default,6,immediate,24,BC,CZ,0,3,0,0, CZ
serial,default,6,immediate,25,ES,AV,0,4,0,0, AV
serial,default,6,immediate,26,GH,GI,0,11,0,0, GI
serial,default,6,immediate,27,RK,QK,0,4,0,0, QK
serial,default,6,immediate,28,OO,ZT,0,5,0,0, ZT
serial,default,6,immediate,29,VD,QJ,0,11,0,0, QJ
serial,default,6,immediate,30,JY,CX,0,9,0,0, CX
serial,default,6,immediate,31,WH,FZ,0,10,0,0, FZ
serial,default,6,immediate,32,UF,OB,0,7,0,0, OB
serial,default,6,immediate,33,DY,JH,0,9,0,0, JH
serial,default,6,immediate,34,OC,ZB,0,5,0,0, ZB
serial,default,6,immediate,35,IN,UX,0,8,0,0, UX
serial,default,6,immediate,36,NO,NO,1,6,0,0, NO
serial,default,6,immediate,37,AD,CM,0,7,0,0, CM
serial,default,6,immediate,38,NS,DA,0,5,0,0, DA
serial,default,6,immediate,39,MZ,UM,0,9,0,0, UM
serial,default,6,filler,0,GU,CG,0,5,0,0, CG
serial,default,6,filler,1,KQ,HK,0,7,0,0, HK
serial,default,6,filler,2,JY,JT,0,9,0,0, JT
serial,default,6,filler,3,TP,ZV,0,11,0,0, ZV
serial,default,6,filler,4,GC,EI,0,9,0,0, EI
serial,default,6,filler,5,CL,TR,0,10,0,0, TR
serial,default,6,filler,6,SJ,PO,0,8,0,0, PO
serial,default,6,filler,7,XL,ZI,0,10,0,0, ZI
serial,default,6,filler,8,TR,TR,1,6,0,0, TR
serial,default,6,filler,9,OG,OG,1,6,0,0, OG
serial,default,6,filler,10,EH,FU,0,9,0,0, FU
serial,default,6,filler,11,KH,WQ,0,4,0,0, WQ
serial,default,6,filler,12,DE,YQ,0,3,0,0, YQ
serial,default,6,filler,13,OM,GE,0,8,0,0, GE
serial,default,6,filler,14,RE,EU,0,3,0,0, EU
serial,default,6,filler,15,MZ,BU,0,8,0,0, BU
serial,default,6,filler,16,LO,ZP,0,9,0,0, ZP
serial,default,6,filler,17,BC,RJ,0,8,0,0, RJ
serial,default,6,filler,18,OF,YR,0,2,0,0, YR
serial,default,6,filler,19,HU,YN,0,7,0,0, YN
serial,default,6,filler,20,KP,EL,0,7,0,0, EL
serial,default,6,filler,21,MC,JO,0,3,0,0, JO
serial,default,6,filler,22,NG,KD,0,5,0,0, KD
serial,default,6,filler,23,VA,MK,0,11,0,0, MK
serial,default,6,filler,24,BC,TK,0,4,0,0, TK
serial,default,6,filler,25,ES,RN,0,2,0,0, RN
serial,default,6,filler,26,GH,MY,0,9,0,0, MY
serial,default,6,filler,27,RK,XK,0,8,0,0, XK
serial,default,6,filler,28,OO,ZT,0,5,0,0, ZT
serial,default,6,filler,29,VD,QW,0,5,0,0, QW
serial,default,6,filler,30,JY,NJ,0,7,0,0, NJ
serial,default,6,filler,31,WH,LI,0,4,0,0, LI
serial,default,6,filler,32,UF,VO,0,5,0,0, VO
serial,default,6,filler,33,DY,DY,1,6,0,0, DY
serial,default,6,filler,34,OC,LO,0,2,0,0, LO
serial,default,6,filler,35,IN,CY,0,7,0,0, CY
serial,default,6,filler,36,NO,GI,0,4,0,0, GI
serial,default,6,filler,37,AD,AD,1,6,0,0, AD
serial,default,6,filler,38,NS,FW,0,2,0,0, FW
serial,default,6,filler,39,MZ,UM,0,9,0,0, UM
serial,default,8,immediate,0,YC,YC,1,8,0,0, YC
serial,default,8,immediate,1,MG,UV,0,6,0,0, UV
serial,default,8,immediate,2,BG,PI,0,9,0,0, PI
serial,default,8,immediate,3,DR,RO,0,3,0,0, RO
serial,default,8,immediate,4,DO,PX,0,10,0,0, PX
serial,default,8,immediate,5,PP,JZ,0,5,0,0, JZ
serial,default,8,immediate,6,CI,YX,0,11,0,0, YX
serial,default,8,immediate,7,CW,YJ,0,1,0,0, YJ
serial,default,8,immediate,8,JI,GO,0,9,0,0, GO
serial,default,8,immediate,9,JZ,JZ,1,8,0,0, JZ
serial,default,8,immediate,10,VU,ZV,0,0,0,0, ZV
serial,default,8,immediate,11,WS,GX,0,10,0,0, GX
serial,default,8,immediate,12,XT,XF,0,2,0,0, XF
serial,default,8,immediate,13,OX,YL,0,2,0,0, YL
serial,default,8,immediate,14,TR,UB,0,3,0,0, UB
serial,default,8,immediate,15,SL,YL,0,2,0,0, YL
serial,default,8,immediate,16,WU,GZ,0,0,0,0, GZ
serial,default,8,immediate,17,JO,JN,0,3,0,0, JN
serial,default,8,immediate,18,GN,GA,0,10,0,0, GA
serial,default,8,immediate,19,AZ,WU,0,7,0,0, WU
serial,default,8,immediate,20,HA,GP,0,6,0,0, GP
serial,default,8,immediate,21,PC,PV,0,6,0,0, PV
serial,default,8,immediate,22,UP,ZT,0,1,0,0, ZT
serial,default,8,immediate,23,LZ,BZ,0,11,0,0, BZ
serial,default,8,immediate,24,FG,AA,0,4,0,0, AA
serial,default,8,immediate,25,VX,YZ,0,9,0,0, YZ
serial,default,8,immediate,26,HX,QJ,0,4,0,0, QJ
serial,default,8,immediate,27,AE,GU,0,10,0,0, GU
serial,default,8,immediate,28,VE,VQ,0,9,0,0, VQ
serial,default,8,immediate,29,EQ,YQ,0,11,0,0, YQ
serial,default,8,immediate,30,IA,ES,0,10,0,0, ES
serial,default,8,immediate,31,PQ,XA,0,5,0,0, XA
serial,default,8,immediate,32,UQ,ZS,0,11,0,0, ZS
serial,default,8,immediate,33,DO,HD,0,5,0,0, HD
serial,default,8,immediate,34,HP,OJ,0,9,0,0, OJ
serial,default,8,immediate,35,ZF,ZC,0,4,0,0, ZC
serial,default,8,immediate,36,RJ,ZW,0,6,0,0, ZW
serial,default,8,immediate,37,TU,JR,0,5,0,0, JR
serial,default,8,immediate,38,MZ,TJ,0,11,0,0, TJ
serial,default,8,immediate,39,IX,FZ,0,5,0,0, FZ
serial,default,8,filler,0,YC,YC,1,8,0,0, YC
serial,default,8,filler,1,MG,JZ,0,1,0,0, JZ
serial,default,8,filler,2,BG,PI,0,9,0,0, PI
serial,default,8,filler,3,DR,NU,0,7,0,0, NU
serial,default,8,filler,4,DO,TK,0,7,0,0, TK
serial,default,8,filler,5,PP,JZ,0,5,0,0, JZ
serial,default,8,filler,6,CI,YX,0,11,0,0, YX
serial,default,8,filler,7,CW,YJ,0,1,0,0, YJ
serial,default,8,filler,8,JI,TF,0,10,0,0, TF
serial,default,8,filler,9,JZ,GK,0,7,0,0, GK
serial,default,8,filler,10,VU,IT,0,6,0,0, IT
serial,default,8,filler,11,WS,WE,0,5,0,0, WE
serial,default,8,filler,12,XT,XZ,0,7,0,0, XZ
serial,default,8,filler,13,OX,YL,0,2,0,0, YL
serial,default,8,filler,14,TR,TR,1,8,0,0, TR
serial,default,8,filler,15,SL,DN,0,5,0,0, DN
serial,default,8,filler,16,WU,HE,0,2,0,0, HE
serial,default,8,filler,17,JO,JN,0,3,0,0, JN
serial,default,8,filler,18,GN,GP,0,9,0,0, GP
serial,default,8,filler,19,AZ,WN,0,6,0,0, WN
serial,default,8,filler,20,HA,OD,0,9,0,0, OD
serial,default,8,filler,21,PC,PV,0,6,0,0, PV
serial,default,8,filler,22,UP,ZT,0,1,0,0, ZT
serial,default,8,filler,23,LZ,BZ,0,11,0,0, BZ
serial,default,8,filler,24,FG,QA,0,3,0,0, QA
serial,default,8,filler,25,VX,OK,0,4,0,0, OK
serial,default,8,filler,26,HX,QJ,0,4,0,0, QJ
serial,default,8,filler,27,AE,AE,1,8,0,0, AE
serial,default,8,filler,28,VE,VQ,0,9,0,0, VQ
serial,default,8,filler,29,EQ,YQ,0,11,0,0, YQ
serial,default,8,filler,30,IA,WZ,0,6,0,0, WZ
serial,default,8,filler,31,PQ,XA,0,5,0,0, XA
serial,default,8,filler,32,UQ,OW,0,6,0,0, OW
serial,default,8,filler,33,DO,GT,0,11,0,0, GT
serial,default,8,filler,34,HP,MA,0,11,0,0, MA
serial,default,8,filler,35,ZF,ZF,1,8,0,0, ZF
serial,default,8,filler,36,RJ,ZW,0,6,0,0, ZW
serial,default,8,filler,37,TU,TU,1,8,0,0, TU
serial,default,8,filler,38,MZ,TJ,0,11,0,0, TJ
serial,default,8,filler,39,IX,FZ,0,5,0,0, FZ
