task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,completion
serial,default,3,immediate,29,BL,GT,0,7,0,0, GT
serial,default,3,immediate,30,FM,FG,0,11,0,0, FG
serial,default,3,immediate,31,VE,EF,0,4,0,0, EF
serial,default,3,immediate,32,HP,GK,0,7,0,0, GK
serial,default,3,immediate,33,NP,ZY,0,5,0,0, ZY
serial,default,3,immediate,34,XX,MI,0,4,0,0, MI
serial,default,3,immediate,35,PX,SW,0,4,0,0, SW
serial,default,3,immediate,36,LX,ZN,0,7,0,0, ZN
serial,default,3,immediate,37,JK,KB,0,9,0,0, KB
serial,default,3,immediate,38,XN,UI,0,8,0,0, UI
serial,default,3,immediate,39,JG,EL,0,2,0,0, EL
serial,default,3,filler,0,XR,XR,1,3,0,0, XR
serial,default,3,filler,1,SA,QT,0,4,0,0, QT
serial,default,3,filler,2,AN,AN,1,3,0,0, AN
serial,default,3,filler,3,JY,JY,1,3,0,0, JY
serial,default,3,filler,4,QT,KB,0,7,0,0, KB
serial,default,3,filler,5,DH,RK,0,8,0,0, RK
serial,default,3,filler,6,KM,KM,1,3,0,0, KM
serial,default,3,filler,7,CA,AX,0,4,0,0, AX
serial,default,3,filler,8,NJ,KB,0,2,0,0, KB
serial,default,3,filler,9,KU,XQ,0,4,0,0, XQ
serial,default,3,filler,10,ZC,HL,0,4,0,0, HL
serial,default,3,filler,11,DU,SZ,0,6,0,0, SZ
serial,default,3,filler,12,BV,BV,1,3,0,0, BV
serial,default,3,filler,13,PJ,PJ,1,3,0,0, PJ
serial,default,3,filler,14,XX,ZZ,0,10,0,0, ZZ
serial,default,3,filler,15,EN,EN,1,3,0,0, EN
serial,default,3,filler,16,RF,AN,0,5,0,0, AN
serial,default,3,filler,17,FC,FC,1,3,0,0, FC
serial,default,3,filler,18,NZ,DG,0,5,0,0, DG
serial,default,3,filler,19,TS,TS,1,3,0,0, TS
serial,default,3,filler,20,BK,BK,1,3,0,0, BK
serial,default,3,filler,21,XB,BB,0,2,0,0, BB
serial,default,3,filler,22,RX,WL,0,6,0,0, WL
serial,default,3,filler,23,AZ,AH,0,4,0,0, AH
serial,default,3,filler,24,CX,CX,1,3,0,0, CX
serial,default,3,filler,25,QL,QL,1,3,0,0, QL
serial,default,3,filler,26,EA,NY,0,11,0,0, NY
serial,default,3,filler,27,DC,NH,0,10,0,0, NH
serial,default,3,filler,28,CZ,MR,0,7,0,0, MR
serial,default,3,filler,29,BL,GT,0,7,0,0, GT
serial,default,3,filler,30,FM,NL,0,7,0,0, NL
serial,default,3,filler,31,VE,IK,0,6,0,0, IK
serial,default,3,filler,32,HP,TC,0,4,0,0, TC
serial,default,3,filler,33,NP,NP,1,3,0,0, NP
serial,default,3,filler,34,XX,BJ,0,6,0,0, BJ
serial,default,3,filler,35,PX,CI,0,2,0,0, CI
serial,default,3,filler,36,LX,BU,0,5,0,0, BU
serial,default,3,filler,37,JK,KY,0,1,0,0, KY
serial,default,3,filler,38,XN,EA,0,2,0,0, EA
serial,default,3,filler,39,JG,EL,0,2,0,0, EL
serial,default,4,immediate,0,EH,BK,0,9,0,0, BK
serial,default,4,immediate,1,FR,FX,0,3,0,0, FX
serial,default,4,immediate,2,LO,KE,0,11,0,0, KE
serial,default,4,immediate,3,CR,CR,1,4,0,0, CR
serial,default,4,immediate,4,RE,MS,0,2,0,0, MS
serial,default,4,immediate,5,EX,FX,0,6,0,0, FX
serial,default,4,immediate,6,MC,MC,1,4,0,0, MC
serial,default,4,immediate,7,IS,IS,1,4,0,0, IS
serial,default,4,immediate,8,CL,ZU,0,6,0,0, ZU
serial,default,4,immediate,9,FL,BV,0,5,0,0, BV
serial,default,4,immediate,10,IS,GU,0,8,0,0, GU
serial,default,4,immediate,11,JC,CP,0,7,0,0, CP
serial,default,4,immediate,12,VC,RW,0,2,0,0, RW
serial,default,4,immediate,13,WU,LF,0,6,0,0, LF
serial,default,4,immediate,14,SC,SC,1,4,0,0, SC
serial,default,4,immediate,15,BD,YQ,0,5,0,0, YQ
serial,default,4,immediate,16,RZ,RC,0,9,0,0, RC
serial,default,4,immediate,17,LQ,GP,0,7,0,0, GP
serial,default,4,immediate,18,KD,DI,0,6,0,0, DI
serial,default,4,immediate,19,TK,TK,1,4,0,0, TK
serial,default,4,immediate,20,OB,BP,0,8,0,0, BP
serial,default,4,immediate,21,JA,HN,0,6,0,0, HN
serial,default,4,immediate,22,LX,LX,1,4,0,0,Answer: LX
serial,default,4,immediate,23,IR,RK,0,5,0,0,Answer: RK
serial,default,4,immediate,24,OC,GB,0,7,0,0,Answer: GB
serial,default,4,immediate,25,OH,KK,0,6,0,0,Answer: KK
serial,default,4,immediate,26,WI,WI,1,4,0,0,Answer: WI
serial,default,4,immediate,27,AE,YF,0,7,0,0,Answer: YF
serial,default,4,immediate,28,NX,NX,1,4,0,0,Answer: NX
serial,default,4,immediate,29,JN,FV,0,9,0,0,FV
serial,default,4,immediate,30,WU,LV,0,7,0,0,Answer: LV
serial,default,4,immediate,31,UB,YG,0,11,0,0,YG
serial,default,4,immediate,32,BP,AT,0,3,0,0,Answer: AT
serial,default,4,immediate,33,PN,VH,0,6,0,0,Answer: VH
serial,default,4,immediate,34,OD,UX,0,2,0,0,UX
serial,default,4,immediate,35,ZJ,QY,0,9,0,0,Answer: QY
serial,default,4,immediate,36,ZW,BV,0,8,0,0,Answer: BV
serial,default,4,immediate,37,NO,YP,0,3,0,0,Answer: YP
serial,default,4,immediate,38,XC,PP,0,10,0,0,Answer: PP
serial,default,4,immediate,39,FM,DV,0,11,0,0,Answer: DV
serial,default,4,filler,0,EH,WE,0,11,0,0,Answer: WE
serial,default,4,filler,1,FR,QQ,0,6,0,0,Answer: QQ
serial,default,4,filler,2,LO,SC,0,9,0,0,Answer: SC
serial,default,4,filler,3,CR,OI,0,3,0,0,Answer: OI
serial,default,4,filler,4,RE,SF,0,7,0,0,Answer: SF
serial,default,4,filler,5,EX,WI,0,11,0,0,Answer: WI
serial,default,4,filler,6,MC,CI,0,8,0,0,Answer: CI
serial,default,4,filler,7,IS,UL,0,11,0,0,Answer: UL
serial,default,4,filler,8,CL,XN,0,5,0,0,Answer: XN
serial,default,4,filler,9,FL,FL,1,4,0,0,Answer: FL
serial,default,4,filler,10,IS,VQ,0,3,0,0,Answer: VQ
serial,default,4,filler,11,JC,KO,0,8,0,0,Answer: KO
serial,default,4,filler,12,VC,HB,0,11,0,0,Answer: HB
serial,default,4,filler,13,WU,CZ,0,3,0,0,Answer: CZ
serial,default,4,filler,14,SC,SC,1,4,0,0,Answer: SC
serial,default,4,filler,15,BD,BD,1,4,0,0,Answer: BD
serial,default,4,filler,16,RZ,HE,0,3,0,0,Answer: HE
serial,default,4,filler,17,LQ,SH,0,6,0,0,Answer: SH
serial,default,4,filler,18,KD,DI,0,6,0,0,Answer: DI
serial,default,4,filler,19,TK,TK,1,4,0,0,Answer: TK
serial,default,4,filler,20,OB,BP,0,8,0,0,Answer: BP
serial,default,4,filler,21,JA,HN,0,6,0,0,Answer: HN
serial,default,4,filler,22,LX,LX,1,4,0,0,Answer: LX
serial,default,4,filler,23,IR,RK,0,5,0,0,Answer: RK
serial,default,4,filler,24,OC,GB,0,7,0,0,Answer: GB
serial,default,4,filler,25,OH,JH,0,10,0,0,Answer: JH
serial,default,4,filler,26,WI,VE,0,7,0,0,Answer: VE
serial,default,4,filler,27,AE,BF,0,5,0,0,Answer: BF
serial,default,4,filler,28,NX,NX,1,4,0,0,Answer: NX
serial,default,4,filler,29,JN,TG,0,5,0,0,Answer: TG
serial,default,4,filler,30,WU,WU,1,4,0,0,Answer: WU
serial,default,4,filler,31,UB,YG,0,11,0,0,Answer: YG
serial,default,4,filler,32,BP,QD,0,5,0,0,Answer: QD
serial,default,4,filler,33,PN,VH,0,6,0,0,Answer: VH
serial,default,4,filler,34,OD,OD,1,4,0,0,Answer: OD
serial,default,4,filler,35,ZJ,QY,0,9,0,0,Answer: QY
serial,default,4,filler,36,ZW,BV,0,8,0,0,Answer: BV
serial,default,4,filler,37,NO,YP,0,3,0,0,Answer: YP
serial,default,4,filler,38,XC,XC,1,4,0,0,Answer: XC
serial,default,4,filler,39,FM,CS,0,10,0,0,Answer: CS
serial,default,6,immediate,0,AH,YO,0,8,0,0,Answer: YO
serial,default,6,immediate,1,RO,WH,0,8,0,0,Answer: WH
serial,default,6,immediate,2,IM,JC,0,7,0,0,Answer: JC
serial,default,6,immediate,3,TL,AY,0,4,0,0,AY
serial,default,6,immediate,4,RZ,WD,0,10,0,0,Answer: WD
serial,default,6,immediate,5,MY,JD,0,5,0,0,Answer: JD
serial,default,6,immediate,6,IC,OA,0,7,0,0,Answer: OA
serial,default,6,immediate,7,VL,ON,0,7,0,0,Answer: ON
serial,default,6,immediate,8,XQ,HK,0,3,0,0,Answer: HK
serial,default,6,immediate,9,HR,DY,0,2,0,0,Answer: DY
serial,default,6,immediate,10,YJ,DP,0,2,0,0,Answer: DP
serial,default,6,immediate,11,VO,MV,0,8,0,0,Answer: MV
serial,default,6,immediate,12,OD,MW,0,9,0,0,Answer: MW
serial,default,6,immediate,13,ID,QL,0,9,0,0,Answer: QL
serial,default,6,immediate,14,RC,MP,0,7,0,0,Answer: MP
serial,default,6,immediate,15,IF,OP,0,5,0,0,Answer: OP
serial,default,6,immediate,16,TE,ES,0,11,0,0,Answer: ES
serial,default,6,immediate,17,ZH,BX,0,8,0,0,Answer: BX
serial,default,6,immediate,18,EC,HK,0,10,0,0,Answer: HK
serial,default,6,immediate,19,MW,MW,1,6,0,0,Answer: MW
serial,default,6,immediate,20,AI,OU,0,1,0,0,Answer: OU
serial,default,6,immediate,21,GZ,TN,0,8,0,0,Answer: TN
serial,default,6,immediate,22,HQ,LC,0,5,0,0,Answer: LC
serial,default,6,immediate,23,TM,HW,0,8,0,0,Answer: HW
serial,default,6,immediate,24,YY,KH,0,10,0,0,Answer: KH
serial,default,6,immediate,25,EC,PQ,0,5,0,0,Answer: PQ
serial,default,6,immediate,26,VZ,CO,0,8,0,0,Answer: CO
serial,default,6,immediate,27,VS,OA,0,4,0,0,Answer: OA
serial,default,6,immediate,28,KY,MU,0,2,0,0,MU
serial,default,6,immediate,29,QM,CR,0,10,0,0,Answer: CR
serial,default,6,immediate,30,AW,BW,0,11,0,0,Answer: BW
serial,default,6,immediate,31,ZA,JF,0,3,0,0,Answer: JF
serial,default,6,immediate,32,WP,GS,0,5,0,0,Answer: GS
serial,default,6,immediate,33,QI,AN,0,11,0,0,Answer: AN
serial,default,6,immediate,34,TE,HC,0,7,0,0,Answer: HC
serial,default,6,immediate,35,LB,OM,0,11,0,0,Answer: OM
serial,default,6,immediate,36,PB,CO,0,4,0,0,Answer: CO
serial,default,6,immediate,37,CL,JR,0,7,0,0,Answer: JR
serial,default,6,immediate,38,OK,DL,0,10,0,0,Answer: DL
serial,default,6,immediate,39,WH,FU,0,7,0,0,Answer: FU
serial,default,6,filler,0,AH,YO,0,8,0,0,Answer: YO
serial,default,6,filler,1,RO,WH,0,8,0,0,Answer: WH
serial,default,6,filler,2,IM,JC,0,7,0,0,Answer: JC
serial,default,6,filler,3,TL,CR,0,3,0,0,Answer: CR
serial,default,6,filler,4,RZ,WD,0,10,0,0,Answer: WD
serial,default,6,filler,5,MY,VI,0,4,0,0,Answer: VI
serial,default,6,filler,6,IC,OA,0,7,0,0,Answer: OA
serial,default,6,filler,7,VL,ON,0,7,0,0,Answer: ON
serial,default,6,filler,8,XQ,HK,0,3,0,0,Answer: HK
serial,default,6,filler,9,HR,VD,0,5,0,0,Answer: VD
serial,default,6,filler,10,YJ,DP,0,2,0,0,Answer: DP
serial,default,6,filler,11,VO,GK,0,5,0,0,Answer: GK
serial,default,6,filler,12,OD,MW,0,9,0,0,Answer: MW
serial,default,6,filler,13,ID,RV,0,10,0,0,Answer: RV
serial,default,6,filler,14,RC,MP,0,7,0,0,Answer: MP
serial,default,6,filler,15,IF,OP,0,5,0,0,Answer: OP
serial,default,6,filler,16,TE,AS,0,7,0,0,Answer: AS
serial,default,6,filler,17,ZH,BX,0,8,0,0,Answer: BX
serial,default,6,filler,18,EC,EB,0,2,0,0,Answer: EB
serial,default,6,filler,19,MW,YX,0,5,0,0,Answer: YX
serial,default,6,filler,20,AI,WQ,0,3,0,0,Answer: WQ
serial,default,6,filler,21,GZ,TN,0,8,0,0,Answer: TN
serial,default,6,filler,22,HQ,GF,0,9,0,0,Answer: GF
serial,default,6,filler,23,TM,MU,0,9,0,0,Answer: MU
serial,default,6,filler,24,YY,TG,0,7,0,0,Answer: TG
serial,default,6,filler,25,EC,EC,1,6,0,0,Answer: EC
serial,default,6,filler,26,VZ,DI,0,3,0,0,Answer: DI
serial,default,6,filler,27,VS,OA,0,4,0,0,Answer: OA
serial,default,6,filler,28,KY,WM,0,5,0,0,Answer: WM
serial,default,6,filler,29,QM,KO,0,8,0,0,Answer: KO
serial,default,6,filler,30,AW,PP,0,4,0,0,Answer: PP
serial,default,6,filler,31,ZA,JF,0,3,0,0,Answer: JF
serial,default,6,filler,32,WP,GQ,0,4,0,0,Answer: GQ
serial,default,6,filler,33,QI,XJ,0,5,0,0,Answer: XJ
serial,default,6,filler,34,TE,HC,0,7,0,0,Answer: HC
serial,default,6,filler,35,LB,DM,0,3,0,0,Answer: DM
serial,default,6,filler,36,PB,CO,0,4,0,0,Answer: CO
serial,default,6,filler,37,CL,GK,0,11,0,0,Answer: GK
serial,default,6,filler,38,OK,RW,0,5,0,0,Answer: RW
serial,default,6,filler,39,WH,KH,0,2,0,0,Answer: KH
serial,default,8,immediate,0,SH,JG,0,10,0,0,Answer: JG
serial,default,8,immediate,1,TT,KK,0,4,0,0,Answer: KK
serial,default,8,immediate,2,TM,GJ,0,6,0,0,Answer: GJ
serial,default,8,immediate,3,IZ,AR,0,3,0,0,Answer: AR
serial,default,8,immediate,4,AO,EO,0,9,0,0,Answer: EO
serial,default,8,immediate,5,ED,DK,0,6,0,0,Answer: DK
serial,default,8,immediate,6,GX,JK,0,10,0,0,Answer: JK
serial,default,8,immediate,7,LN,FG,0,4,0,0,Answer: FG
serial,default,8,immediate,8,ST,KP,0,6,0,0,Answer: KP
serial,default,8,immediate,9,UY,UY,1,8,0,0,Answer: UY
serial,default,8,immediate,10,ES,GQ,0,3,0,0,Answer: GQ
serial,default,8,immediate,11,JE,KH,0,10,0,0,Answer: KH
serial,default,8,immediate,12,RE,MG,0,10,0,0,Answer: MG
serial,default,8,immediate,13,QZ,YN,0,7,0,0,Answer: YN
serial,default,8,immediate,14,EE,LF,0,9,0,0,Answer: LF
serial,default,8,immediate,15,PI,SR,0,6,0,0,Answer: SR
serial,default,8,immediate,16,CU,EP,0,4,0,0,Answer: EP
serial,default,8,immediate,17,TI,ZV,0,11,0,0,Answer: ZV
serial,default,8,immediate,18,MB,RT,0,4,0,0,Answer: RT
serial,default,8,immediate,19,WH,FA,0,6,0,0,Answer: FA
serial,default,8,immediate,20,IF,FY,0,2,0,0,Answer: FY
serial,default,8,immediate,21,XN,BN,0,5,0,0,Answer: BN
serial,default,8,immediate,22,GL,PP,0,7,0,0,Answer: PP
serial,default,8,immediate,23,NH,KT,0,9,0,0,Answer: KT
serial,default,8,immediate,24,QE,JH,0,1,0,0,JH
serial,default,8,immediate,25,OV,NU,0,4,0,0,NU
serial,default,8,immediate,26,JL,JL,1,8,0,0,JL
serial,default,8,immediate,27,YQ,HW,0,5,0,0,Answer: HW
serial,default,8,immediate,28,YO,YO,1,8,0,0,Answer: YO
serial,default,8,immediate,29,VC,XU,0,1,0,0,Answer: XU
serial,default,8,immediate,30,DK,DK,1,8,0,0,Answer: DK
serial,default,8,immediate,31,VB,VB,1,8,0,0,Answer: VB
serial,default,8,immediate,32,OA,QI,0,10,0,0,Answer: QI
serial,default,8,immediate,33,NA,XD,0,1,0,0,Answer: XD
serial,default,8,immediate,34,MV,QQ,0,4,0,0,Answer: QQ
serial,default,8,immediate,35,UW,JH,0,9,0,0,Answer: JH
serial,default,8,immediate,36,TK,DD,0,6,0,0,Answer: DD
serial,default,8,immediate,37,YO,EV,0,6,0,0,Answer: EV
serial,default,8,immediate,38,TM,JF,0,4,0,0,Answer: JF
serial,default,8,immediate,39,XJ,FM,0,2,0,0,Answer: FM
serial,default,8,filler,0,SH,TW,0,1,0,0,Answer: TW
serial,default,8,filler,1,TT,KK,0,4,0,0,Answer: KK
serial,default,8,filler,2,TM,GJ,0,6,0,0,Answer: GJ
serial,default,8,filler,3,IZ,CU,0,2,0,0,Answer: CU
serial,default,8,filler,4,AO,ZZ,0,2,0,0,Answer: ZZ
serial,default,8,filler,5,ED,DK,0,6,0,0,Answer: DK
serial,default,8,filler,6,GX,HN,0,9,0,0,Answer: HN
serial,default,8,filler,7,LN,VC,0,3,0,0,Answer: VC
serial,default,8,filler,8,ST,KP,0,6,0,0,Answer: KP
serial,default,8,filler,9,UY,UY,1,8,0,0, UY
serial,default,8,filler,10,ES,GQ,0,3,0,0,Answer: GQ
serial,default,8,filler,11,JE,KH,0,10,0,0,Answer: KH
serial,default,8,filler,12,RE,LD,0,6,0,0, LD
serial,default,8,filler,13,QZ,YN,0,7,0,0,Answer: YN
serial,default,8,filler,14,EE,FD,0,7,0,0,Answer: FD
serial,default,8,filler,15,PI,SR,0,6,0,0,Answer: SR
serial,default,8,filler,16,CU,CT,0,6,0,0,Answer: CT
serial,default,8,filler,17,TI,FC,0,9,0,0, FC
serial,default,8,filler,18,MB,RT,0,4,0,0,Answer: RT
serial,default,8,filler,19,WH,FA,0,6,0,0,Answer: FA
serial,default,8,filler,20,IF,YW,0,1,0,0,Answer: YW
serial,default,8,filler,21,XN,XK,0,9,0,0,Answer: XK
serial,default,8,filler,22,GL,PP,0,7,0,0,Answer: PP
serial,default,8,filler,23,NH,KT,0,9,0,0, KT
serial,default,8,filler,24,QE,FA,0,7,0,0, FA
serial,default,8,filler,25,OV,WZ,0,9,0,0,Answer: WZ
serial,default,8,filler,26,JL,JL,1,8,0,0,Answer: JL
serial,default,8,filler,27,YQ,HW,0,5,0,0, HW
serial,default,8,filler,28,YO,YO,1,8,0,0,Answer: YO
serial,default,8,filler,29,VC,VC,1,8,0,0,Answer: VC
serial,default,8,filler,30,DK,DK,1,8,0,0,Answer: DK
serial,default,8,filler,31,VB,KB,0,11,0,0,Answer: KB
serial,default,8,filler,32,OA,QI,0,10,0,0,Answer: QI
serial,default,8,filler,33,NA,XD,0,1,0,0,Answer: XD
serial,default,8,filler,34,MV,UR,0,7,0,0,Answer: UR
serial,default,8,filler,35,UW,NO,0,4,0,0,Answer: NO
serial,default,8,filler,36,TK,PE,0,9,0,0,Answer: PE
serial,default,8,filler,37,YO,YU,0,1,0,0,Answer: YU
serial,default,8,filler,38,TM,JF,0,4,0,0,Answer: JF
serial,default,8,filler,39,XJ,FM,0,2,0,0,Answer: FM
