task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,completion
serial,explicit,8,immediate,18,AY,UP,0,6,0,0, UP
serial,explicit,8,immediate,19,PY,JE,0,10,0,0, JE
serial,explicit,8,immediate,20,VU,MZ,0,5,0,0, MZ
serial,explicit,8,immediate,21,IL,TK,0,1,0,0, TK
serial,explicit,8,immediate,22,KD,QL,0,3,0,0, QL
serial,explicit,8,immediate,23,QC,KE,0,5,0,0, KE
serial,explicit,8,immediate,24,AR,AR,1,8,0,0, AR
serial,explicit,8,immediate,25,LA,LA,1,8,0,0, LA
serial,explicit,8,immediate,26,MN,WV,0,4,0,0, WV
serial,explicit,8,immediate,27,XC,YR,0,4,0,0, YR
serial,explicit,8,immediate,28,NE,DU,0,5,0,0, DU
serial,explicit,8,immediate,29,MK,FZ,0,7,0,0, FZ
serial,explicit,8,immediate,30,CN,CN,1,8,0,0, CN
serial,explicit,8,immediate,31,JN,AH,0,7,0,0, AH
serial,explicit,8,immediate,32,JL,WG,0,9,0,0, WG
serial,explicit,8,immediate,33,PH,GV,0,11,0,0, GV
serial,explicit,8,immediate,34,HB,UR,0,7,0,0, UR
serial,explicit,8,immediate,35,MY,NF,0,5,0,0, NF
serial,explicit,8,immediate,36,PS,CX,0,9,0,0, CX
serial,explicit,8,immediate,37,WJ,CV,0,4,0,0, CV
serial,explicit,8,immediate,38,CK,ZS,0,10,0,0, ZS
serial,explicit,8,immediate,39,ZX,TV,0,9,0,0, TV
