task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion,run_id,prompt,seed
facts_parallel,default,2,immediate,19,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Israel.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2599671690
facts_parallel,default,2,immediate,20,Thailand,Cuba,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,78f1a5c1-1788557231,"Consider these 2 countries: Thailand, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3355589869
facts_parallel,default,2,immediate,21,Israel,Israel,1,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Israel,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Israel.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3204779131
facts_parallel,default,2,immediate,22,Morocco,Japan,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Japan,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Japan.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",638344641
facts_parallel,default,2,immediate,23,Cuba,Austria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,78f1a5c1-1788557231,"Consider these 2 countries: Austria, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1359703383
facts_parallel,default,2,immediate,24,Ireland,Ireland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Ireland,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Ireland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3480221940
facts_parallel,default,2,immediate,25,Peru,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Peru.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3093874786
facts_parallel,default,2,immediate,26,Germany,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",560044504
facts_parallel,default,2,immediate,27,Germany,Sweden,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,78f1a5c1-1788557231,"Consider these 2 countries: Sweden, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1449568590
facts_parallel,default,2,immediate,28,Israel,Sweden,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,78f1a5c1-1788557231,"Consider these 2 countries: Sweden, Israel.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3336156383
facts_parallel,default,2,immediate,29,Cuba,Finland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,78f1a5c1-1788557231,"Consider these 2 countries: Finland, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2984150089
facts_parallel,default,2,immediate,30,Israel,Israel,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Israel,78f1a5c1-1788557231,"Consider these 2 countries: Peru, Israel.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3508080044
facts_parallel,default,2,immediate,31,Indonesia,Indonesia,1,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Israel, Indonesia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2786999610
facts_parallel,default,2,immediate,32,Morocco,Austria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,78f1a5c1-1788557231,"Consider these 2 countries: Austria, Morocco.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1058499712
facts_parallel,default,2,immediate,33,Portugal,Norway,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,78f1a5c1-1788557231,"Consider these 2 countries: Norway, Portugal.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1209031702
facts_parallel,default,2,immediate,34,Peru,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,78f1a5c1-1788557231,"Consider these 2 countries: Peru, Morocco.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3597978037
facts_parallel,default,2,immediate,35,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Norway, Indonesia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2708732195
facts_parallel,default,2,immediate,36,Bulgaria,Poland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Poland,78f1a5c1-1788557231,"Consider these 2 countries: Poland, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",947562649
facts_parallel,default,2,immediate,37,Russia,Russia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Russia,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1333630991
facts_parallel,default,2,immediate,38,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Indonesia, Japan.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3754067358
facts_parallel,default,2,immediate,39,Ireland,Ireland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Ireland,78f1a5c1-1788557231,"Consider these 2 countries: Ireland, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2831529224
facts_parallel,default,2,immediate,40,Greece,Greece,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,78f1a5c1-1788557231,"Consider these 2 countries: Greece, Japan.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2656607083
facts_parallel,default,2,immediate,41,Ireland,Ireland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Ireland,78f1a5c1-1788557231,"Consider these 2 countries: Ireland, Peru.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3915361277
facts_parallel,default,2,immediate,42,Norway,Poland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Poland,78f1a5c1-1788557231,"Consider these 2 countries: Norway, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1884748359
facts_parallel,default,2,immediate,43,Germany,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",122800849
facts_parallel,default,2,immediate,44,Hungary,Hungary,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Hungary,78f1a5c1-1788557231,"Consider these 2 countries: Hungary, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2570411890
facts_parallel,default,2,immediate,45,Russia,Kenya,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Kenya,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Kenya.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3996282852
facts_parallel,default,2,immediate,46,Hungary,Sweden,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,78f1a5c1-1788557231,"Consider these 2 countries: Sweden, Hungary.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2000371294
facts_parallel,default,2,immediate,47,Kenya,Czechia,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: Czechia,78f1a5c1-1788557231,"Consider these 2 countries: Czechia, Kenya.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3935944
facts_parallel,default,2,immediate,48,Indonesia,Indonesia,1,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Indonesia, Czechia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2424509273
facts_parallel,default,2,immediate,49,Czechia,Czechia,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: Czechia,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Czechia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3884196815
facts_parallel,default,2,immediate,50,Hungary,Hungary,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Hungary,78f1a5c1-1788557231,"Consider these 2 countries: Sweden, Hungary.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2269358634
facts_parallel,default,2,immediate,51,Bulgaria,Bulgaria,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Bulgaria, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",4031027900
facts_parallel,default,2,immediate,52,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Hungary, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1766705926
facts_parallel,default,2,immediate,53,Sweden,Sweden,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,78f1a5c1-1788557231,"Consider these 2 countries: Japan, Sweden.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",508230544
facts_parallel,default,2,immediate,54,Denmark,Denmark,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Denmark,78f1a5c1-1788557231,"Consider these 2 countries: Denmark, Morocco.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2150526515
facts_parallel,default,2,immediate,55,Bulgaria,Bulgaria,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Japan, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",4146683557
facts_parallel,default,2,immediate,56,Greece,Cuba,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,78f1a5c1-1788557231,"Consider these 2 countries: Greece, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1847594783
facts_parallel,default,2,immediate,57,Thailand,Egypt,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Egypt,78f1a5c1-1788557231,"Consider these 2 countries: Thailand, Egypt.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",422002569
facts_parallel,default,2,immediate,58,Peru,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Peru, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2308448792
facts_parallel,default,2,immediate,59,Egypt,Egypt,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Egypt,78f1a5c1-1788557231,"Consider these 2 countries: Peru, Egypt.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",4271837838
facts_parallel,default,2,immediate,60,Egypt,Cuba,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,78f1a5c1-1788557231,"Consider these 2 countries: Egypt, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2892954089
facts_parallel,default,2,immediate,61,Israel,Sweden,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,78f1a5c1-1788557231,"Consider these 2 countries: Sweden, Israel.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3681143167
facts_parallel,default,2,immediate,62,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Indonesia, Peru.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1113626821
facts_parallel,default,2,immediate,63,Greece,Greece,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,78f1a5c1-1788557231,"Consider these 2 countries: Peru, Greece.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",895985747
facts_parallel,default,2,immediate,64,Russia,Czechia,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: Czechia,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Czechia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2869116400
facts_parallel,default,2,immediate,65,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Norway, Indonesia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3691253094
facts_parallel,default,2,immediate,66,Thailand,Ireland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Ireland,78f1a5c1-1788557231,"Consider these 2 countries: Ireland, Thailand.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1158503644
facts_parallel,default,2,immediate,67,Germany,Austria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Austria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",839543882
facts_parallel,default,2,immediate,68,Israel,Morocco,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Morocco,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Israel.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2729800155
facts_parallel,default,2,immediate,69,Hungary,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Hungary, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3585229133
facts_parallel,default,2,immediate,70,Czechia,Czechia,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: Czechia,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Czechia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3044395176
facts_parallel,default,2,immediate,71,Thailand,Norway,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Norway,78f1a5c1-1788557231,"Consider these 2 countries: Thailand, Norway.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3262314558
facts_parallel,default,2,immediate,72,Morocco,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Morocco, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1534830980
facts_parallel,default,2,immediate,73,Russia,Sweden,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Sweden,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Sweden.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",746363154
facts_parallel,default,2,immediate,74,Morocco,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Bulgaria, Morocco.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2987920561
facts_parallel,default,2,immediate,75,Czechia,Czechia,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: Czechia,78f1a5c1-1788557231,"Consider these 2 countries: Czechia, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3307158567
facts_parallel,default,2,immediate,76,Thailand,Indonesia,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Thailand, Indonesia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1544973725
facts_parallel,default,2,immediate,77,Indonesia,Indonesia,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Indonesia,78f1a5c1-1788557231,"Consider these 2 countries: Indonesia, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",722558219
facts_parallel,default,2,immediate,78,Portugal,Portugal,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Portugal,78f1a5c1-1788557231,"Consider these 2 countries: Portugal, Russia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3148759194
facts_parallel,default,2,immediate,79,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3433656332
facts_parallel,default,2,immediate,80,Ireland,Bulgaria,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Ireland, Bulgaria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",854447207
facts_parallel,default,2,immediate,81,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Indonesia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1173021937
facts_parallel,default,2,immediate,82,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Indonesia.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3705910603
facts_parallel,default,2,immediate,83,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Ireland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2883880413
facts_parallel,default,2,immediate,84,Greece,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Bulgaria, Greece.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",897585278
facts_parallel,default,2,immediate,85,Finland,Finland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,78f1a5c1-1788557231,"Consider these 2 countries: Finland, Norway.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1116152040
facts_parallel,default,2,immediate,86,Finland,Finland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,78f1a5c1-1788557231,"Consider these 2 countries: Czechia, Finland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3683545426
facts_parallel,default,2,immediate,87,Cuba,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Bulgaria, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2894676420
facts_parallel,default,2,immediate,88,Germany,Germany,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Germany,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Norway.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1010195541
facts_parallel,default,2,immediate,89,Thailand,Cuba,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Cuba,78f1a5c1-1788557231,"Consider these 2 countries: Cuba, Thailand.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1261530307
facts_parallel,default,2,immediate,90,Hungary,Hungary,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Hungary,78f1a5c1-1788557231,"Consider these 2 countries: Hungary, Portugal.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",737600806
facts_parallel,default,2,immediate,91,Finland,Finland,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Finland,78f1a5c1-1788557231,"Consider these 2 countries: Finland, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1559352752
facts_parallel,default,2,immediate,92,Germany,Finland,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Finland,78f1a5c1-1788557231,"Consider these 2 countries: Finland, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3321398282
facts_parallel,default,2,immediate,93,Norway,Austria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,78f1a5c1-1788557231,"Consider these 2 countries: Norway, Austria.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3003102364
facts_parallel,default,2,immediate,94,Denmark,Denmark,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Denmark,78f1a5c1-1788557231,"Consider these 2 countries: Denmark, Cuba.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",748364095
facts_parallel,default,2,immediate,95,Germany,Austria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Austria,78f1a5c1-1788557231,"Consider these 2 countries: Austria, Germany.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1536954793
facts_parallel,default,2,immediate,96,Kenya,Bulgaria,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Bulgaria, Kenya.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3264561171
facts_parallel,default,2,immediate,97,Hungary,Bulgaria,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Bulgaria,78f1a5c1-1788557231,"Consider these 2 countries: Bulgaria, Hungary.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3046273157
facts_parallel,default,2,immediate,98,Greece,Greece,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Greece,78f1a5c1-1788557231,"Consider these 2 countries: Greece, Hungary.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",623734036
facts_parallel,default,2,immediate,99,Hungary,Portugal,0,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Portugal,78f1a5c1-1788557231,"Consider these 2 countries: Portugal, Hungary.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1378508162
facts_parallel,default,2,immediate,100,Germany,Denmark,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Denmark,78f1a5c1-1788557231,"Consider these 2 countries: Germany, Denmark.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",686751105
facts_parallel,default,2,immediate,101,Denmark,Denmark,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Denmark,78f1a5c1-1788557231,"Consider these 2 countries: Denmark, Japan.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",1609157911
facts_parallel,default,2,immediate,102,Ireland,Ireland,1,-1,0,0,stop,3,0,qwen3.6-27b,Answer: Ireland,78f1a5c1-1788557231,"Consider these 2 countries: Ireland, Norway.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",3336608941
facts_parallel,default,2,immediate,103,Egypt,Egypt,1,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Egypt,78f1a5c1-1788557231,"Consider these 2 countries: Egypt, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",2984750139
facts_parallel,default,2,immediate,104,Russia,Poland,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: Poland,78f1a5c1-1788557231,"Consider these 2 countries: Russia, Poland.
Which one has the capital city whose name comes first alphabetically? Answer with just the country name.",797129112
